,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2021,West Brom,Callum Robinson,IRL,"FW,MF",25,1995,17.3,5,31,11,35.5,1.79,0.63,0.16,0.45,19.8,0,0,0,3.1,3.1,0.1,1.9,1.9
ENG-Premier League,2021,West Brom,Charlie Austin,ENG,"FW,MF",31,1989,1.5,0,3,0,0.0,1.96,0.0,0.0,,20.3,0,0,0,0.4,0.4,0.15,-0.4,-0.4
ENG-Premier League,2021,West Brom,Conor Gallagher,ENG,MF,20,2000,28.1,2,29,7,24.1,1.03,0.25,0.07,0.29,22.0,0,0,0,1.5,1.5,0.05,0.5,0.5
ENG-Premier League,2021,West Brom,Conor Townsend,ENG,DF,27,1993,24.8,0,11,4,36.4,0.44,0.16,0.0,0.0,17.4,2,0,0,1.1,1.1,0.1,-1.1,-1.1
ENG-Premier League,2021,West Brom,Dara O'Shea,IRL,DF,21,1999,23.4,0,3,0,0.0,0.13,0.0,0.0,,13.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,2021,West Brom,Darnell Furlong,ENG,DF,24,1995,32.6,1,26,5,19.2,0.8,0.15,0.04,0.2,13.8,0,0,0,2.0,2.0,0.08,-1.0,-1.0
ENG-Premier League,2021,West Brom,David Button,ENG,GK,31,1989,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2021,West Brom,Filip Krovinović,CRO,MF,24,1995,6.1,0,8,2,25.0,1.32,0.33,0.0,0.0,25.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3
ENG-Premier League,2021,West Brom,Grady Diangana,COD,"MF,FW",22,1998,13.7,1,14,4,28.6,1.02,0.29,0.07,0.25,17.4,0,0,0,1.1,1.1,0.08,-0.1,-0.1
ENG-Premier League,2021,West Brom,Hal Robson-Kanu,WAL,FW,31,1989,6.2,2,13,6,46.2,2.09,0.96,0.15,0.33,20.1,0,0,0,1.2,1.2,0.09,0.8,0.8
ENG-Premier League,2021,West Brom,Jake Livermore,ENG,MF,30,1989,13.8,0,5,0,0.0,0.36,0.0,0.0,,19.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
ENG-Premier League,2021,West Brom,Kamil Grosicki,POL,"MF,FW",32,1988,1.6,0,3,0,0.0,1.82,0.0,0.0,,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,2021,West Brom,Karlan Grant,ENG,"FW,MF",22,1997,12.5,1,16,9,56.3,1.28,0.72,0.06,0.11,15.7,1,0,0,1.8,1.8,0.12,-0.8,-0.8
ENG-Premier League,2021,West Brom,Kieran Gibbs,ENG,DF,30,1989,9.0,0,1,0,0.0,0.11,0.0,0.0,,12.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,2021,West Brom,Kyle Bartley,ENG,DF,29,1991,28.7,3,14,5,35.7,0.49,0.17,0.21,0.6,9.0,0,0,0,2.5,2.5,0.18,0.5,0.5
ENG-Premier League,2021,West Brom,Kyle Edwards,ENG,"MF,FW",22,1998,1.3,0,2,1,50.0,1.53,0.76,0.0,0.0,15.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,2021,West Brom,Lee Peltier,ENG,DF,33,1986,2.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2021,West Brom,Matheus Pereira,POR,"MF,FW",24,1996,28.6,11,61,23,37.7,2.13,0.8,0.11,0.3,23.1,10,4,4,7.3,4.2,0.07,3.7,2.8
ENG-Premier League,2021,West Brom,Matt Phillips,SCO,MF,29,1991,20.3,2,22,10,45.5,1.08,0.49,0.09,0.2,20.6,1,0,0,2.8,2.8,0.13,-0.8,-0.8
ENG-Premier League,2021,West Brom,Mbaye Diagne,SEN,FW,28,1991,13.2,3,25,9,36.0,1.89,0.68,0.12,0.33,10.4,0,0,0,6.6,6.6,0.27,-3.6,-3.6
ENG-Premier League,2021,West Brom,Okay Yokuşlu,TUR,MF,26,1994,14.6,0,12,0,0.0,0.82,0.0,0.0,,21.1,1,0,0,0.9,0.9,0.07,-0.9,-0.9
ENG-Premier League,2021,West Brom,Rekeem Harper,ENG,MF,20,2000,0.4,0,1,1,100.0,2.81,2.81,0.0,0.0,26.1,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,2021,West Brom,Robert Snodgrass,SCO,"MF,FW",32,1987,5.8,0,4,1,25.0,0.68,0.17,0.0,0.0,18.3,1,0,0,0.2,0.2,0.06,-0.2,-0.2
ENG-Premier League,2021,West Brom,Romaine Sawyers,SKN,MF,28,1991,16.5,0,4,0,0.0,0.24,0.0,0.0,,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2021,West Brom,Sam Field,ENG,MF,22,1998,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2021,West Brom,Sam Johnstone,ENG,GK,27,1993,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2021,West Brom,Semi Ajayi,NGA,DF,26,1993,30.9,2,13,4,30.8,0.42,0.13,0.15,0.5,9.8,0,0,0,1.9,1.9,0.15,0.1,0.1
ENG-Premier League,2021,West Ham,Aaron Cresswell,ENG,DF,30,1989,35.2,0,19,4,21.1,0.54,0.11,0.0,0.0,25.4,11,0,0,1.0,1.0,0.05,-1.0,-1.0
ENG-Premier League,2021,West Ham,Andriy Yarmolenko,UKR,"FW,MF",30,1989,4.2,0,7,2,28.6,1.68,0.48,0.0,0.0,20.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ENG-Premier League,2021,West Ham,Angelo Ogbonna,ITA,DF,32,1988,27.7,3,13,4,30.8,0.47,0.14,0.23,0.75,7.3,0,0,0,1.7,1.7,0.13,1.3,1.3
ENG-Premier League,2021,West Ham,Arthur Masuaku,COD,"DF,MF",26,1993,11.2,0,6,2,33.3,0.54,0.18,0.0,0.0,21.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5
ENG-Premier League,2021,West Ham,Ben Johnson,ENG,"DF,FW",20,2000,5.8,1,3,1,33.3,0.52,0.17,0.33,1.0,22.5,0,0,0,0.4,0.4,0.14,0.6,0.6
ENG-Premier League,2021,West Ham,Craig Dawson,ENG,DF,30,1990,21.4,3,16,5,31.3,0.75,0.23,0.19,0.6,10.1,0,0,0,1.9,1.9,0.12,1.1,1.1
ENG-Premier League,2021,West Ham,Darren Randolph,IRL,GK,33,1987,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2021,West Ham,Declan Rice,ENG,MF,21,1999,32.0,2,25,7,28.0,0.78,0.22,0.04,0.14,20.8,3,1,2,3.2,1.6,0.06,-1.2,-0.6
ENG-Premier League,2021,West Ham,Fabián Balbuena,PAR,DF,28,1991,13.3,1,8,2,25.0,0.6,0.15,0.13,0.5,10.0,0,0,0,0.7,0.7,0.08,0.3,0.3
ENG-Premier League,2021,West Ham,Felipe Anderson,BRA,"FW,MF",27,1993,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2021,West Ham,Issa Diop,FRA,DF,23,1997,15.3,2,3,2,66.7,0.2,0.13,0.67,1.0,9.6,0,0,0,0.5,0.5,0.16,1.5,1.5
ENG-Premier League,2021,West Ham,Jarrod Bowen,ENG,"FW,MF",23,1996,28.5,8,55,16,29.1,1.93,0.56,0.15,0.5,16.4,0,0,0,7.1,7.1,0.13,0.9,0.9
ENG-Premier League,2021,West Ham,Jesse Lingard,ENG,"MF,FW",27,1992,15.8,9,40,20,50.0,2.53,1.27,0.2,0.4,21.4,1,1,2,4.5,2.8,0.07,4.5,5.2
ENG-Premier League,2021,West Ham,Manuel Lanzini,ARG,"MF,FW",27,1993,6.3,1,12,3,25.0,1.91,0.48,0.08,0.33,18.4,1,0,0,1.0,1.0,0.08,0.0,0.0
ENG-Premier League,2021,West Ham,Mark Noble,ENG,MF,33,1987,7.9,0,1,0,0.0,0.13,0.0,0.0,,22.3,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2021,West Ham,Michail Antonio,JAM,FW,30,1990,21.9,10,63,22,34.9,2.87,1.0,0.16,0.45,13.4,0,0,0,12.9,12.9,0.22,-2.9,-2.9
ENG-Premier League,2021,West Ham,Pablo Fornals,ESP,"FW,MF",24,1996,28.6,5,50,15,30.0,1.75,0.52,0.1,0.33,16.3,0,0,0,6.0,6.0,0.12,-1.0,-1.0
ENG-Premier League,2021,West Ham,Robert Snodgrass,SCO,"FW,MF",32,1987,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2021,West Ham,Ryan Fredericks,ENG,"DF,FW",27,1992,6.3,1,4,2,50.0,0.63,0.32,0.25,0.5,14.8,0,0,0,0.3,0.3,0.07,0.7,0.7
ENG-Premier League,2021,West Ham,Saïd Benrahma,ALG,"FW,MF",24,1995,15.5,1,35,12,34.3,2.26,0.78,0.03,0.08,21.2,1,0,0,2.6,2.6,0.07,-1.6,-1.6
ENG-Premier League,2021,West Ham,Sébastien Haller,CIV,FW,26,1994,10.4,3,25,11,44.0,2.4,1.06,0.12,0.27,10.2,0,0,0,2.9,2.9,0.11,0.1,0.1
ENG-Premier League,2021,West Ham,Tomáš Souček,CZE,MF,25,1995,38.0,10,64,23,35.9,1.68,0.61,0.16,0.43,12.3,0,0,0,8.4,8.4,0.13,1.6,1.6
ENG-Premier League,2021,West Ham,Vladimír Coufal,CZE,DF,27,1992,33.9,0,15,5,33.3,0.44,0.15,0.0,0.0,16.5,0,0,0,1.3,1.3,0.08,-1.3,-1.3
ENG-Premier League,2021,West Ham,Łukasz Fabiański,POL,GK,35,1985,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2021,Wolves,Adama Traoré,ESP,"FW,MF",24,1996,29.4,2,43,13,30.2,1.46,0.44,0.05,0.15,19.7,0,0,0,2.0,2.0,0.05,0.0,0.0
ENG-Premier League,2021,Wolves,Conor Coady,ENG,DF,27,1993,36.7,1,7,2,28.6,0.19,0.05,0.14,0.5,11.6,0,0,0,1.0,1.0,0.15,0.0,0.0
ENG-Premier League,2021,Wolves,Daniel Podence,POR,"MF,FW",24,1995,18.5,3,32,14,43.8,1.73,0.76,0.09,0.21,17.5,0,0,0,2.5,2.5,0.08,0.5,0.5
ENG-Premier League,2021,Wolves,Fernando Marçal,BRA,"DF,MF",31,1989,6.9,0,2,0,0.0,0.29,0.0,0.0,,26.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2021,Wolves,Fábio Silva,POR,FW,18,2002,15.2,4,47,16,34.0,3.09,1.05,0.06,0.19,13.0,0,1,1,5.3,4.5,0.1,-1.3,-1.5
ENG-Premier League,2021,Wolves,John Ruddy,ENG,GK,33,1986,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2021,Wolves,Jonny Castro,ESP,"MF,DF",26,1994,5.5,0,1,0,0.0,0.18,0.0,0.0,,15.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ENG-Premier League,2021,Wolves,João Moutinho,POR,MF,33,1986,28.1,1,14,4,28.6,0.5,0.14,0.07,0.25,23.7,1,0,0,0.6,0.6,0.04,0.4,0.4
ENG-Premier League,2021,Wolves,Ki-Jana Hoever,NED,"DF,MF",18,2002,6.4,0,1,0,0.0,0.16,0.0,0.0,,17.7,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2021,Wolves,Leander Dendoncker,BEL,"MF,DF",25,1995,27.8,1,31,8,25.8,1.11,0.29,0.03,0.13,15.0,0,0,0,3.1,3.1,0.1,-2.1,-2.1
ENG-Premier League,2021,Wolves,Max Kilman,ENG,DF,23,1997,14.6,0,7,2,28.6,0.48,0.14,0.0,0.0,12.2,0,0,0,0.8,0.8,0.11,-0.8,-0.8
ENG-Premier League,2021,Wolves,Morgan Gibbs-White,ENG,"MF,FW",20,2000,4.6,1,10,4,40.0,2.17,0.87,0.1,0.25,21.1,0,0,0,0.8,0.8,0.08,0.2,0.2
ENG-Premier League,2021,Wolves,Nélson Semedo,POR,"DF,MF",26,1993,33.1,1,23,11,47.8,0.69,0.33,0.04,0.09,21.2,0,0,0,1.3,1.3,0.06,-0.3,-0.3
ENG-Premier League,2021,Wolves,Oskar Buur,DEN,DF,22,1998,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2021,Wolves,Owen Otasowie,USA,"MF,FW",19,2001,2.1,0,4,0,0.0,1.93,0.0,0.0,,13.6,0,0,0,0.5,0.5,0.12,-0.5,-0.5
ENG-Premier League,2021,Wolves,Patrick Cutrone,ITA,FW,22,1998,0.3,0,1,0,0.0,3.6,0.0,0.0,,10.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1
ENG-Premier League,2021,Wolves,Pedro Neto,POR,"FW,MF",20,2000,28.3,5,61,21,34.4,2.15,0.74,0.08,0.24,19.6,3,0,0,5.1,5.1,0.08,-0.1,-0.1
ENG-Premier League,2021,Wolves,Rayan Aït Nouri,ALG,DF,19,2001,15.6,1,15,6,40.0,0.96,0.38,0.07,0.17,19.8,0,0,0,0.6,0.6,0.04,0.4,0.4
ENG-Premier League,2021,Wolves,Raúl Jiménez,MEX,FW,29,1991,9.1,4,26,10,38.5,2.84,1.09,0.15,0.4,16.2,0,0,0,2.4,2.4,0.09,1.6,1.6
ENG-Premier League,2021,Wolves,Romain Saïss,MAR,DF,30,1990,26.7,3,28,11,39.3,1.05,0.41,0.11,0.27,13.4,2,0,0,3.0,3.0,0.11,0.0,0.0
ENG-Premier League,2021,Wolves,Rui Patrício,POR,GK,32,1988,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2021,Wolves,Rúben Neves,POR,MF,23,1997,29.7,5,64,13,20.3,2.15,0.44,0.03,0.15,26.9,12,3,3,5.1,2.7,0.04,-0.1,-0.7
ENG-Premier League,2021,Wolves,Rúben Vinagre,POR,"MF,DF",21,1999,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2021,Wolves,Theo Corbeanu,CAN,FW,18,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2021,Wolves,Vitinha,POR,MF,20,2000,5.8,0,8,4,50.0,1.38,0.69,0.0,0.0,22.6,0,0,0,0.5,0.5,0.07,-0.5,-0.5
ENG-Premier League,2021,Wolves,Willian José,BRA,FW,28,1991,12.3,1,19,7,36.8,1.54,0.57,0.05,0.14,15.1,0,0,0,1.6,1.6,0.08,-0.6,-0.6
ENG-Premier League,2021,Wolves,Willy Boly,CIV,DF,29,1991,20.9,1,15,3,20.0,0.72,0.14,0.07,0.33,13.3,0,0,0,1.1,1.1,0.07,-0.1,-0.1
ENG-Premier League,2122,Arsenal,Aaron Ramsdale,ENG,GK,23,1998,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Arsenal,Ainsley Maitland-Niles,ENG,MF,23,1997,3.0,0,2,0,0.0,0.67,0.0,0.0,,30.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2122,Arsenal,Albert Sambi Lokonga,BEL,MF,21,1999,12.6,0,20,8,40.0,1.59,0.63,0.0,0.0,26.8,0,0,0,0.6,0.6,0.03,-0.6,-0.6
ENG-Premier League,2122,Arsenal,Alexandre Lacazette,FRA,FW,30,1991,19.8,4,43,12,27.9,2.17,0.61,0.05,0.17,15.4,1,2,3,8.4,6.0,0.14,-4.4,-4.0
ENG-Premier League,2122,Arsenal,Ben White,ENG,DF,23,1997,32.0,0,12,3,25.0,0.37,0.09,0.0,0.0,15.2,0,0,0,1.0,1.0,0.09,-1.0,-1.0
ENG-Premier League,2122,Arsenal,Bernd Leno,GER,GK,29,1992,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Arsenal,Bukayo Saka,ENG,"FW,MF",19,2001,33.1,11,95,29,30.5,2.87,0.88,0.09,0.31,17.1,0,2,2,10.3,8.7,0.09,0.7,0.3
ENG-Premier League,2122,Arsenal,Calum Chambers,ENG,DF,26,1995,1.9,0,2,0,0.0,1.06,0.0,0.0,,20.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,2122,Arsenal,Cédric Soares,POR,DF,29,1991,16.5,1,12,1,8.3,0.73,0.06,0.08,1.0,22.1,2,0,0,0.6,0.6,0.05,0.4,0.4
ENG-Premier League,2122,Arsenal,Eddie Nketiah,ENG,FW,22,1999,9.3,5,29,13,44.8,3.13,1.4,0.17,0.38,14.6,0,0,0,4.4,4.4,0.15,0.6,0.6
ENG-Premier League,2122,Arsenal,Emile Smith Rowe,ENG,"MF,FW",21,2000,21.3,10,40,23,57.5,1.87,1.08,0.25,0.43,15.8,0,0,0,6.0,6.0,0.15,4.0,4.0
ENG-Premier League,2122,Arsenal,Folarin Balogun,USA,FW,20,2001,0.8,0,3,0,0.0,3.86,0.0,0.0,,14.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2
ENG-Premier League,2122,Arsenal,Gabriel Dos Santos,BRA,DF,23,1997,34.0,5,29,12,41.4,0.85,0.35,0.17,0.42,11.2,0,0,0,3.2,3.2,0.11,1.8,1.8
ENG-Premier League,2122,Arsenal,Gabriel Martinelli,BRA,"FW,MF",20,2001,20.7,6,51,15,29.4,2.47,0.73,0.1,0.33,14.7,0,1,1,7.3,6.6,0.13,-1.3,-1.6
ENG-Premier League,2122,Arsenal,Granit Xhaka,SUI,"MF,DF",28,1992,25.9,1,27,5,18.5,1.04,0.19,0.04,0.2,23.4,1,0,0,1.4,1.4,0.05,-0.4,-0.4
ENG-Premier League,2122,Arsenal,Kieran Tierney,SCO,DF,24,1997,21.3,1,15,5,33.3,0.7,0.23,0.07,0.2,20.8,0,0,0,0.6,0.6,0.04,0.4,0.4
ENG-Premier League,2122,Arsenal,Martin Ødegaard,NOR,"MF,FW",22,1998,30.9,7,53,21,39.6,1.71,0.68,0.13,0.33,21.0,12,0,0,4.8,4.8,0.09,2.2,2.2
ENG-Premier League,2122,Arsenal,Mohamed Elneny,EGY,MF,29,1992,9.0,0,8,2,25.0,0.89,0.22,0.0,0.0,26.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2
ENG-Premier League,2122,Arsenal,Nicolas Pépé,CIV,"FW,MF",26,1995,7.7,1,23,7,30.4,2.97,0.91,0.04,0.14,15.1,3,0,0,2.6,2.6,0.11,-1.6,-1.6
ENG-Premier League,2122,Arsenal,Nuno Tavares,POR,DF,21,2000,13.1,1,23,2,8.7,1.76,0.15,0.04,0.5,19.8,0,0,0,1.9,1.9,0.08,-0.9,-0.9
ENG-Premier League,2122,Arsenal,Pablo Marí,ESP,DF,27,1993,2.0,0,1,0,0.0,0.5,0.0,0.0,,5.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ENG-Premier League,2122,Arsenal,Pierre-Emerick Aubameyang,GAB,FW,32,1989,11.5,4,33,16,48.5,2.86,1.39,0.12,0.25,15.0,0,0,2,5.9,4.2,0.13,-1.9,-0.2
ENG-Premier League,2122,Arsenal,Reiss Nelson,ENG,FW,21,1999,0.2,0,1,0,0.0,4.5,0.0,0.0,,18.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ENG-Premier League,2122,Arsenal,Rob Holding,ENG,DF,25,1995,9.4,1,4,1,25.0,0.43,0.11,0.25,1.0,8.4,0,0,0,0.4,0.4,0.09,0.6,0.6
ENG-Premier League,2122,Arsenal,Sead Kolašinac,BIH,DF,28,1993,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Arsenal,Takehiro Tomiyasu,JPN,DF,22,1998,18.7,0,11,2,18.2,0.59,0.11,0.0,0.0,17.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6
ENG-Premier League,2122,Arsenal,Thomas Partey,GHA,MF,28,1993,22.5,2,44,9,20.5,1.95,0.4,0.05,0.22,22.5,2,0,0,2.8,2.8,0.06,-0.8,-0.8
ENG-Premier League,2122,Aston Villa,Anwar El Ghazi,NED,"FW,MF",26,1995,4.3,1,7,2,28.6,1.63,0.47,0.0,0.0,22.3,0,1,1,1.1,0.3,0.04,-0.1,-0.3
ENG-Premier League,2122,Aston Villa,Ashley Young,ENG,"DF,FW",36,1985,13.9,0,10,3,30.0,0.72,0.22,0.0,0.0,21.2,1,0,0,0.4,0.4,0.04,-0.4,-0.4
ENG-Premier League,2122,Aston Villa,Axel Tuanzebe,ENG,DF,23,1997,5.6,0,2,1,50.0,0.35,0.18,0.0,0.0,10.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ENG-Premier League,2122,Aston Villa,Bertrand Traoré,BFA,"MF,FW",25,1995,2.4,0,8,1,12.5,3.27,0.41,0.0,0.0,18.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ENG-Premier League,2122,Aston Villa,Calum Chambers,ENG,DF,26,1995,9.2,1,3,1,33.3,0.32,0.11,0.33,1.0,14.6,0,0,0,0.2,0.2,0.06,0.8,0.8
ENG-Premier League,2122,Aston Villa,Cameron Archer,ENG,"FW,MF",20,2001,0.3,0,1,0,0.0,3.33,0.0,0.0,,12.6,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2122,Aston Villa,Carney Chukwuemeka,ENG,"MF,FW",17,2003,3.3,0,4,1,25.0,1.2,0.3,0.0,0.0,17.1,0,0,0,0.6,0.6,0.16,-0.6,-0.6
ENG-Premier League,2122,Aston Villa,Danny Ings,ENG,FW,29,1992,21.1,7,48,17,35.4,2.28,0.81,0.13,0.35,13.6,0,1,1,7.1,6.3,0.13,-0.1,-0.3
ENG-Premier League,2122,Aston Villa,Douglas Luiz,BRA,MF,23,1998,30.2,2,23,8,34.8,0.76,0.27,0.09,0.25,25.3,8,0,0,2.0,2.0,0.09,0.0,0.0
ENG-Premier League,2122,Aston Villa,Emi Buendía,ARG,"MF,FW",24,1996,21.1,4,44,13,29.5,2.09,0.62,0.09,0.31,17.9,0,0,0,3.4,3.4,0.08,0.6,0.6
ENG-Premier League,2122,Aston Villa,Emiliano Martínez,ARG,GK,28,1992,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Aston Villa,Ezri Konsa,ENG,DF,23,1997,27.5,2,15,6,40.0,0.55,0.22,0.13,0.33,8.1,0,0,0,1.6,1.6,0.11,0.4,0.4
ENG-Premier League,2122,Aston Villa,Jacob Ramsey,ENG,MF,20,2001,27.4,6,34,11,32.4,1.24,0.4,0.18,0.55,18.3,0,0,0,4.0,4.0,0.12,2.0,2.0
ENG-Premier League,2122,Aston Villa,Jaden Philogene Bidace,ENG,FW,19,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Aston Villa,Jed Steer,ENG,GK,28,1992,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Aston Villa,John McGinn,SCO,MF,26,1994,34.3,3,43,16,37.2,1.25,0.47,0.07,0.19,25.1,0,0,0,1.5,1.5,0.04,1.5,1.5
ENG-Premier League,2122,Aston Villa,Keinan Davis,ENG,FW,23,1998,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Aston Villa,Kortney Hause,ENG,DF,26,1995,4.4,1,2,2,100.0,0.45,0.45,0.5,0.5,10.5,0,0,0,0.1,0.1,0.06,0.9,0.9
ENG-Premier League,2122,Aston Villa,Leon Bailey,JAM,"FW,MF",23,1997,8.5,1,21,8,38.1,2.48,0.95,0.05,0.13,19.4,4,0,0,1.5,1.5,0.07,-0.5,-0.5
ENG-Premier League,2122,Aston Villa,Lucas Digne,FRA,DF,28,1993,14.1,0,9,2,22.2,0.64,0.14,0.0,0.0,18.0,1,0,0,0.5,0.5,0.06,-0.5,-0.5
ENG-Premier League,2122,Aston Villa,Marvelous Nakamba,ZIM,MF,27,1994,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Aston Villa,Matt Targett,ENG,DF,25,1995,15.9,1,7,2,28.6,0.44,0.13,0.14,0.5,13.5,0,0,0,0.5,0.5,0.07,0.5,0.5
ENG-Premier League,2122,Aston Villa,Matty Cash,POL,DF,23,1997,37.5,4,37,13,35.1,0.99,0.35,0.11,0.31,17.9,0,0,0,2.7,2.7,0.07,1.3,1.3
ENG-Premier League,2122,Aston Villa,Morgan Sanson,FRA,MF,26,1994,4.0,0,1,0,0.0,0.25,0.0,0.0,,33.2,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2122,Aston Villa,Ollie Watkins,ENG,FW,25,1995,32.8,11,76,31,40.8,2.32,0.95,0.13,0.32,13.6,0,1,1,11.6,11.0,0.14,-0.6,-1.0
ENG-Premier League,2122,Aston Villa,Philippe Coutinho,BRA,"MF,FW",29,1992,14.8,5,43,16,37.2,2.91,1.08,0.12,0.31,21.2,6,0,0,3.8,3.8,0.09,1.2,1.2
ENG-Premier League,2122,Aston Villa,Robin Olsen,SWE,GK,31,1990,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Aston Villa,Tim Iroegbunam,ENG,MF,18,2003,1.0,0,1,0,0.0,0.98,0.0,0.0,,11.2,0,0,0,0.1,0.1,0.12,-0.1,-0.1
ENG-Premier League,2122,Aston Villa,Trézéguet,EGY,FW,26,1994,0.1,0,1,0,0.0,8.18,0.0,0.0,,22.0,0,0,0,0.0,0.0,0.05,0.0,0.0
ENG-Premier League,2122,Aston Villa,Tyrone Mings,ENG,DF,28,1993,35.4,1,21,5,23.8,0.59,0.14,0.05,0.2,12.3,0,0,0,1.6,1.6,0.08,-0.6,-0.6
ENG-Premier League,2122,Aston Villa,Wesley Moraes,BRA,FW,24,1996,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Brentford,Bryan Mbeumo,CMR,FW,21,1999,32.3,4,76,19,25.0,2.35,0.59,0.04,0.16,16.3,4,1,1,9.3,8.5,0.11,-5.3,-5.5
ENG-Premier League,2122,Brentford,Charlie Goode,ENG,DF,25,1995,5.0,0,2,0,0.0,0.4,0.0,0.0,,11.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2122,Brentford,Christian Eriksen,DEN,MF,29,1992,10.4,1,22,8,36.4,2.11,0.77,0.05,0.13,24.6,5,0,0,1.3,1.3,0.06,-0.3,-0.3
ENG-Premier League,2122,Brentford,Christian Nørgaard,DEN,MF,27,1994,33.9,3,27,8,29.6,0.8,0.24,0.11,0.38,14.1,0,0,0,3.8,3.8,0.14,-0.8,-0.8
