,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2122,Brentford,David Raya,ESP,GK,25,1995,24.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Brentford,Dominic Thompson,ENG,DF,21,2000,1.6,0,1,0,0.0,0.62,0.0,0.0,,14.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,2122,Brentford,Ethan Pinnock,JAM,DF,28,1993,29.9,1,16,8,50.0,0.53,0.27,0.06,0.13,10.0,0,0,0,1.2,1.2,0.07,-0.2,-0.2
ENG-Premier League,2122,Brentford,Finley Stevens,WAL,DF,18,2003,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Brentford,Frank Onyeka,NGA,MF,23,1998,11.6,0,16,5,31.3,1.38,0.43,0.0,0.0,18.0,0,0,0,0.8,0.8,0.05,-0.8,-0.8
ENG-Premier League,2122,Brentford,Ivan Toney,ENG,FW,25,1996,32.3,12,83,24,28.9,2.57,0.74,0.08,0.29,15.8,0,5,5,11.4,7.4,0.09,0.6,-0.4
ENG-Premier League,2122,Brentford,Jonas Lössl,DEN,GK,32,1989,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Brentford,Josh Dasilva,ENG,"MF,FW",22,1998,2.9,0,1,0,0.0,0.35,0.0,0.0,,13.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1
ENG-Premier League,2122,Brentford,Kristoffer Ajer,NOR,DF,23,1998,22.2,1,7,1,14.3,0.32,0.05,0.14,1.0,8.8,0,0,0,0.8,0.8,0.11,0.2,0.2
ENG-Premier League,2122,Brentford,Mads Bech Sørensen,DEN,DF,22,1999,9.3,0,2,0,0.0,0.22,0.0,0.0,,12.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2122,Brentford,Mads Bidstrup,DEN,MF,20,2001,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Brentford,Mads Roerslev,DEN,DF,22,1999,13.8,1,5,2,40.0,0.36,0.15,0.2,0.5,17.4,0,0,0,0.4,0.4,0.08,0.6,0.6
ENG-Premier League,2122,Brentford,Marcus Forss,FIN,"FW,MF",22,1999,2.3,0,5,0,0.0,2.15,0.0,0.0,,15.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
ENG-Premier League,2122,Brentford,Mathias Jensen,DEN,MF,25,1996,17.8,0,19,5,26.3,1.07,0.28,0.0,0.0,21.0,0,0,0,2.9,2.9,0.16,-2.9,-2.9
ENG-Premier League,2122,Brentford,Mathias Jørgensen,DEN,DF,31,1990,5.8,1,2,1,50.0,0.35,0.17,0.5,1.0,7.8,0,0,0,0.1,0.1,0.06,0.9,0.9
ENG-Premier League,2122,Brentford,Nathan Young-Coombes,ENG,MF,18,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Brentford,Pontus Jansson,SWE,DF,30,1991,36.9,3,22,10,45.5,0.6,0.27,0.14,0.3,8.9,0,0,0,3.0,3.0,0.14,0.0,0.0
ENG-Premier League,2122,Brentford,Rico Henry,ENG,DF,24,1997,30.8,3,14,5,35.7,0.45,0.16,0.21,0.6,16.7,0,0,0,1.5,1.5,0.11,1.5,1.5
ENG-Premier League,2122,Brentford,Saman Ghoddos,IRN,"MF,DF",27,1993,6.0,1,8,3,37.5,1.34,0.5,0.13,0.33,20.4,1,0,0,0.5,0.5,0.06,0.5,0.5
ENG-Premier League,2122,Brentford,Sergi Canós,ESP,"DF,FW",24,1997,23.1,3,33,12,36.4,1.43,0.52,0.09,0.25,16.3,1,0,0,3.0,3.0,0.09,0.0,0.0
ENG-Premier League,2122,Brentford,Shandon Baptiste,GRN,MF,23,1998,10.1,1,12,4,33.3,1.19,0.4,0.08,0.25,20.1,0,0,0,0.7,0.7,0.06,0.3,0.3
ENG-Premier League,2122,Brentford,Tariqe Fosu,GHA,DF,25,1995,0.2,0,1,1,100.0,5.29,5.29,0.0,0.0,17.0,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2122,Brentford,Vitaly Janelt,GER,MF,23,1998,25.5,4,30,12,40.0,1.17,0.47,0.13,0.33,18.4,0,0,0,2.4,2.4,0.08,1.6,1.6
ENG-Premier League,2122,Brentford,Yoane Wissa,COD,FW,24,1996,14.3,7,32,13,40.6,2.24,0.91,0.22,0.54,16.4,0,0,0,3.1,3.1,0.1,3.9,3.9
ENG-Premier League,2122,Brentford,Álvaro Fernández,ESP,GK,23,1998,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Brighton,Aaron Connolly,IRL,"FW,MF",21,2000,1.7,0,2,0,0.0,1.15,0.0,0.0,,15.5,0,0,0,0.4,0.4,0.18,-0.4,-0.4
ENG-Premier League,2122,Brighton,Adam Lallana,ENG,MF,33,1988,17.3,0,19,4,21.1,1.1,0.23,0.0,0.0,19.8,0,0,0,1.1,1.1,0.06,-1.1,-1.1
ENG-Premier League,2122,Brighton,Adam Webster,ENG,DF,26,1995,15.9,2,8,2,25.0,0.5,0.13,0.25,1.0,11.2,0,0,0,0.9,0.9,0.13,1.1,1.1
ENG-Premier League,2122,Brighton,Alexis Mac Allister,ARG,"MF,FW",22,1998,23.6,5,57,9,15.8,2.42,0.38,0.05,0.33,22.0,4,2,3,6.3,4.0,0.07,-1.3,-1.0
ENG-Premier League,2122,Brighton,Dan Burn,ENG,DF,29,1992,11.4,1,7,3,42.9,0.62,0.26,0.14,0.33,8.4,0,0,0,1.6,1.5,0.21,-0.6,-0.5
ENG-Premier League,2122,Brighton,Danny Welbeck,ENG,"FW,MF",30,1990,16.4,6,43,21,48.8,2.62,1.28,0.14,0.29,12.8,0,0,0,6.6,6.6,0.16,-0.6,-0.6
ENG-Premier League,2122,Brighton,Enock Mwepu,ZAM,MF,23,1998,11.1,2,19,8,42.1,1.72,0.72,0.11,0.25,20.0,0,0,0,2.1,2.1,0.11,-0.1,-0.1
ENG-Premier League,2122,Brighton,Evan Ferguson,IRL,MF,16,2004,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Brighton,Jakub Moder,POL,MF,22,1999,18.9,0,28,6,21.4,1.48,0.32,0.0,0.0,16.6,2,0,0,2.6,2.6,0.09,-2.6,-2.6
ENG-Premier League,2122,Brighton,Jason Steele,ENG,GK,30,1990,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Brighton,Jeremy Sarmiento,ECU,"FW,MF",19,2002,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Brighton,Joël Veltman,NED,DF,29,1992,31.9,1,12,2,16.7,0.38,0.06,0.08,0.5,18.1,0,0,0,0.7,0.7,0.06,0.3,0.3
ENG-Premier League,2122,Brighton,Jürgen Locadia,NED,"MF,FW",27,1993,0.3,0,1,0,0.0,3.91,0.0,0.0,,20.2,0,0,0,0.2,0.2,0.16,-0.2,-0.2
ENG-Premier League,2122,Brighton,Leandro Trossard,BEL,"FW,MF",26,1994,31.2,8,73,26,35.6,2.34,0.83,0.1,0.27,18.7,5,1,1,6.7,5.9,0.08,1.3,1.1
ENG-Premier League,2122,Brighton,Lewis Dunk,ENG,DF,29,1991,28.6,1,19,7,36.8,0.66,0.24,0.05,0.14,10.8,0,0,0,1.3,1.3,0.07,-0.3,-0.3
ENG-Premier League,2122,Brighton,Marc Cucurella,ESP,DF,23,1998,34.3,1,18,3,16.7,0.52,0.09,0.06,0.33,20.9,0,0,0,0.7,0.7,0.04,0.3,0.3
ENG-Premier League,2122,Brighton,Moisés Caicedo,ECU,MF,19,2001,7.3,1,10,4,40.0,1.36,0.55,0.1,0.25,18.4,0,0,0,0.8,0.8,0.09,0.2,0.2
ENG-Premier League,2122,Brighton,Neal Maupay,FRA,FW,24,1996,25.3,8,59,14,23.7,2.33,0.55,0.12,0.5,16.8,0,1,2,8.7,7.1,0.12,-0.7,-0.1
ENG-Premier League,2122,Brighton,Pascal Groß,GER,"MF,DF",30,1991,22.6,2,23,7,30.4,1.02,0.31,0.09,0.29,17.5,1,0,1,2.9,2.1,0.09,-0.9,-0.1
ENG-Premier League,2122,Brighton,Robert Sánchez,ESP,GK,23,1997,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Brighton,Shane Duffy,IRL,DF,29,1992,16.0,1,22,5,22.7,1.38,0.31,0.05,0.2,11.3,0,0,0,1.0,1.0,0.04,0.0,0.0
ENG-Premier League,2122,Brighton,Solly March,ENG,"DF,FW",27,1994,19.4,0,20,10,50.0,1.03,0.52,0.0,0.0,18.3,2,0,0,1.2,1.2,0.06,-1.2,-1.2
ENG-Premier League,2122,Brighton,Steven Alzate,COL,MF,22,1998,4.5,0,1,1,100.0,0.22,0.22,0.0,0.0,16.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ENG-Premier League,2122,Brighton,Tariq Lamptey,GHA,"DF,FW",20,2000,17.3,0,19,4,21.1,1.1,0.23,0.0,0.0,20.0,0,0,0,0.8,0.8,0.04,-0.8,-0.8
ENG-Premier League,2122,Brighton,Taylor Richards,ENG,MF,20,2000,0.3,0,1,0,0.0,3.6,0.0,0.0,,24.0,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2122,Brighton,Yves Bissouma,MLI,MF,24,1996,23.5,1,21,5,23.8,0.9,0.21,0.05,0.2,25.3,1,0,0,0.9,0.9,0.04,0.1,0.1
ENG-Premier League,2122,Burnley,Aaron Lennon,ENG,"MF,FW",34,1987,17.2,2,12,4,33.3,0.7,0.23,0.17,0.5,20.1,0,0,0,1.1,1.1,0.09,0.9,0.9
ENG-Premier League,2122,Burnley,Ashley Barnes,ENG,FW,31,1989,9.0,1,15,5,33.3,1.67,0.56,0.0,0.0,17.3,0,1,1,2.1,1.4,0.09,-1.1,-1.4
ENG-Premier League,2122,Burnley,Ashley Westwood,ENG,MF,31,1990,25.4,0,14,1,7.1,0.55,0.04,0.0,0.0,21.0,0,0,0,0.6,0.6,0.04,-0.6,-0.6
ENG-Premier League,2122,Burnley,Ben Mee,ENG,DF,31,1989,20.4,3,19,4,21.1,0.93,0.2,0.16,0.75,8.7,0,0,0,2.3,2.3,0.12,0.7,0.7
ENG-Premier League,2122,Burnley,Charlie Taylor,ENG,DF,27,1993,30.3,0,7,0,0.0,0.23,0.0,0.0,,22.4,0,0,0,0.2,0.2,0.02,-0.2,-0.2
ENG-Premier League,2122,Burnley,Chris Wood,NZL,FW,29,1991,15.2,3,30,11,36.7,1.98,0.72,0.1,0.27,12.7,0,0,0,4.2,4.2,0.14,-1.2,-1.2
ENG-Premier League,2122,Burnley,Connor Roberts,WAL,DF,25,1995,18.8,1,6,4,66.7,0.32,0.21,0.17,0.25,21.7,0,0,0,0.4,0.4,0.06,0.6,0.6
ENG-Premier League,2122,Burnley,Dale Stephens,ENG,MF,32,1989,1.4,0,1,0,0.0,0.73,0.0,0.0,,22.8,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,2122,Burnley,Dwight McNeil,ENG,MF,21,1999,34.5,0,52,15,28.8,1.51,0.43,0.0,0.0,22.8,4,0,0,2.3,2.3,0.04,-2.3,-2.3
ENG-Premier League,2122,Burnley,Erik Pieters,NED,DF,32,1988,8.1,0,7,0,0.0,0.86,0.0,0.0,,24.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2
ENG-Premier League,2122,Burnley,Jack Cork,ENG,MF,32,1989,18.6,1,7,1,14.3,0.38,0.05,0.14,1.0,18.0,0,0,0,0.7,0.7,0.1,0.3,0.3
ENG-Premier League,2122,Burnley,James Tarkowski,ENG,DF,28,1992,34.5,1,22,6,27.3,0.64,0.17,0.05,0.17,11.3,0,0,0,2.5,2.5,0.12,-1.5,-1.5
ENG-Premier League,2122,Burnley,Jay Rodriguez,ENG,FW,32,1989,15.4,2,41,11,26.8,2.67,0.72,0.05,0.18,15.1,0,0,0,4.8,4.8,0.12,-2.8,-2.8
ENG-Premier League,2122,Burnley,Josh Brownhill,ENG,MF,25,1995,32.8,2,29,9,31.0,0.88,0.27,0.07,0.22,23.8,4,0,0,1.4,1.4,0.05,0.6,0.6
ENG-Premier League,2122,Burnley,Jóhann Berg Guðmundsson,ISL,MF,30,1990,12.2,0,19,5,26.3,1.55,0.41,0.0,0.0,19.9,2,0,0,1.6,1.6,0.08,-1.6,-1.6
ENG-Premier League,2122,Burnley,Kevin Long,IRL,DF,30,1990,4.6,0,4,0,0.0,0.88,0.0,0.0,,13.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ENG-Premier League,2122,Burnley,Matthew Lowton,ENG,DF,32,1989,19.7,1,10,2,20.0,0.51,0.1,0.1,0.5,21.6,0,0,0,0.7,0.7,0.07,0.3,0.3
ENG-Premier League,2122,Burnley,Matěj Vydra,CZE,FW,29,1992,7.5,2,19,7,36.8,2.52,0.93,0.11,0.29,15.1,0,0,0,2.9,2.9,0.15,-0.9,-0.9
ENG-Premier League,2122,Burnley,Maxwel Cornet,CIV,"FW,MF",24,1996,19.6,9,46,22,47.8,2.34,1.12,0.2,0.41,16.9,4,0,1,6.7,5.9,0.13,2.3,3.1
ENG-Premier League,2122,Burnley,Nathan Collins,IRL,DF,20,2001,18.6,2,15,5,33.3,0.81,0.27,0.13,0.4,9.3,0,0,0,1.5,1.5,0.1,0.5,0.5
ENG-Premier League,2122,Burnley,Nick Pope,ENG,GK,29,1992,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Burnley,Wayne Hennessey,WAL,GK,34,1987,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Burnley,Wout Weghorst,NED,FW,28,1992,16.1,2,30,7,23.3,1.86,0.43,0.07,0.29,14.0,0,0,0,4.8,4.8,0.16,-2.8,-2.8
ENG-Premier League,2122,Chelsea,Andreas Christensen,DEN,DF,25,1996,16.6,0,5,0,0.0,0.3,0.0,0.0,,19.7,0,0,0,0.6,0.6,0.12,-0.6,-0.6
ENG-Premier League,2122,Chelsea,Antonio Rüdiger,GER,DF,28,1993,33.7,3,48,13,27.1,1.42,0.39,0.06,0.23,19.9,0,0,0,2.3,2.3,0.05,0.7,0.7
ENG-Premier League,2122,Chelsea,Ben Chilwell,ENG,DF,24,1996,6.0,3,13,6,46.2,2.16,1.0,0.23,0.5,17.7,0,0,0,0.9,0.9,0.07,2.1,2.1
ENG-Premier League,2122,Chelsea,Callum Hudson-Odoi,ENG,"MF,FW",20,2000,10.7,1,18,7,38.9,1.68,0.65,0.06,0.14,13.3,0,0,0,2.5,2.5,0.14,-1.5,-1.5
ENG-Premier League,2122,Chelsea,Christian Pulisic,USA,"MF,FW",22,1998,14.3,6,28,11,39.3,1.95,0.77,0.21,0.55,13.2,0,0,0,4.9,4.9,0.18,1.1,1.1
ENG-Premier League,2122,Chelsea,César Azpilicueta,ESP,DF,31,1989,23.0,1,11,4,36.4,0.48,0.17,0.09,0.25,14.7,0,0,0,0.9,0.9,0.08,0.1,0.1
ENG-Premier League,2122,Chelsea,Edouard Mendy,SEN,GK,29,1992,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Chelsea,Emerson Palmieri,ITA,DF,26,1994,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Chelsea,Hakim Ziyech,MAR,"MF,FW",28,1993,14.7,4,52,19,36.5,3.55,1.3,0.08,0.21,21.2,3,0,0,3.4,3.4,0.07,0.6,0.6
ENG-Premier League,2122,Chelsea,Jorginho,ITA,MF,29,1991,25.3,6,9,2,22.2,0.36,0.08,0.0,0.0,32.6,0,6,7,5.8,0.3,0.04,0.2,-0.3
ENG-Premier League,2122,Chelsea,Kai Havertz,GER,"FW,MF",22,1999,20.1,8,56,23,41.1,2.79,1.14,0.14,0.35,13.0,0,0,0,8.7,8.7,0.16,-0.7,-0.7
ENG-Premier League,2122,Chelsea,Kenedy,BRA,DF,25,1996,0.6,0,1,0,0.0,1.55,0.0,0.0,,16.3,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2122,Chelsea,Kepa Arrizabalaga,ESP,GK,26,1994,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Chelsea,Malang Sarr,FRA,DF,22,1999,6.1,0,1,0,0.0,0.16,0.0,0.0,,21.6,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2122,Chelsea,Marcos Alonso,ESP,DF,30,1990,24.1,4,43,10,23.3,1.79,0.42,0.09,0.4,18.7,9,0,0,2.8,2.8,0.07,1.2,1.2
ENG-Premier League,2122,Chelsea,Mason Mount,ENG,MF,22,1999,26.3,11,75,27,36.0,2.86,1.03,0.13,0.37,17.9,6,1,1,8.0,7.2,0.1,3.0,2.8
ENG-Premier League,2122,Chelsea,Mateo Kovačić,CRO,MF,27,1994,17.3,2,22,6,27.3,1.27,0.35,0.09,0.33,20.3,1,0,0,1.6,1.6,0.07,0.4,0.4
ENG-Premier League,2122,Chelsea,N'Golo Kanté,FRA,MF,30,1991,19.7,2,17,9,52.9,0.86,0.46,0.12,0.22,19.6,0,0,0,1.5,1.5,0.09,0.5,0.5
ENG-Premier League,2122,Chelsea,Reece James,ENG,DF,21,1999,20.7,5,37,10,27.0,1.79,0.48,0.14,0.5,20.5,6,0,0,3.1,3.1,0.08,1.9,1.9
ENG-Premier League,2122,Chelsea,Romelu Lukaku,BEL,FW,28,1993,17.7,8,42,14,33.3,2.38,0.79,0.17,0.5,13.8,1,1,1,6.6,5.8,0.14,1.4,1.2
ENG-Premier League,2122,Chelsea,Ross Barkley,ENG,"MF,FW",27,1993,2.0,1,9,4,44.4,4.53,2.01,0.11,0.25,22.3,0,0,0,1.0,1.0,0.11,0.0,0.0
ENG-Premier League,2122,Chelsea,Ruben Loftus-Cheek,ENG,"MF,DF",25,1996,15.5,0,19,6,31.6,1.23,0.39,0.0,0.0,18.6,0,0,0,1.2,1.2,0.06,-1.2,-1.2
ENG-Premier League,2122,Chelsea,Saúl Ñíguez,ESP,"DF,MF",26,1994,5.3,0,5,1,20.0,0.94,0.19,0.0,0.0,23.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3
ENG-Premier League,2122,Chelsea,Thiago Silva,BRA,DF,36,1984,29.4,3,18,5,27.8,0.61,0.17,0.17,0.6,12.2,0,0,0,0.9,0.9,0.05,2.1,2.1
ENG-Premier League,2122,Chelsea,Timo Werner,GER,"FW,MF",25,1996,14.3,4,45,16,35.6,3.16,1.12,0.09,0.25,13.3,0,0,0,6.8,6.8,0.15,-2.8,-2.8
ENG-Premier League,2122,Chelsea,Trevoh Chalobah,ENG,DF,22,1999,16.1,3,9,7,77.8,0.56,0.43,0.33,0.43,18.8,0,0,0,1.1,1.1,0.13,1.9,1.9
ENG-Premier League,2122,Crystal Palace,Cheikhou Kouyaté,SEN,MF,31,1989,21.9,0,7,0,0.0,0.32,0.0,0.0,,21.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5
ENG-Premier League,2122,Crystal Palace,Christian Benteke,BEL,FW,30,1990,12.7,4,39,13,33.3,3.07,1.02,0.1,0.31,12.5,0,0,0,4.9,4.9,0.13,-0.9,-0.9
ENG-Premier League,2122,Crystal Palace,Conor Gallagher,ENG,MF,21,2000,31.6,8,52,22,42.3,1.64,0.7,0.15,0.36,17.5,4,0,0,6.3,6.3,0.12,1.7,1.7
ENG-Premier League,2122,Crystal Palace,Eberechi Eze,ENG,"MF,FW",23,1998,6.7,1,10,1,10.0,1.49,0.15,0.1,1.0,20.8,1,0,0,0.4,0.4,0.04,0.6,0.6
ENG-Premier League,2122,Crystal Palace,Jack Butland,ENG,GK,28,1993,8.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Crystal Palace,James McArthur,SCO,MF,33,1987,16.0,0,9,3,33.3,0.56,0.19,0.0,0.0,20.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3
ENG-Premier League,2122,Crystal Palace,James Tomkins,ENG,DF,32,1989,6.1,1,4,2,50.0,0.66,0.33,0.25,0.5,13.7,0,0,0,0.5,0.5,0.12,0.5,0.5
ENG-Premier League,2122,Crystal Palace,Jaïro Riedewald,NED,MF,24,1996,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Crystal Palace,Jean-Philippe Mateta,FRA,FW,24,1997,12.7,5,37,18,48.6,2.91,1.41,0.14,0.28,11.2,0,0,0,5.8,5.8,0.17,-0.8,-0.8
ENG-Premier League,2122,Crystal Palace,Jeffrey Schlupp,GHA,"MF,FW",28,1992,20.6,4,33,9,27.3,1.6,0.44,0.12,0.44,14.3,0,0,0,3.4,3.4,0.1,0.6,0.6
ENG-Premier League,2122,Crystal Palace,Jesuran Rak Sakyi,ENG,"FW,MF",18,2002,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Crystal Palace,Joachim Andersen,DEN,DF,25,1996,32.4,0,8,3,37.5,0.25,0.09,0.0,0.0,15.3,1,0,0,0.7,0.7,0.08,-0.7,-0.7
ENG-Premier League,2122,Crystal Palace,Joel Ward,ENG,DF,31,1989,27.6,0,10,1,10.0,0.36,0.04,0.0,0.0,20.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3
ENG-Premier League,2122,Crystal Palace,Jordan Ayew,GHA,FW,29,1991,22.4,3,35,8,22.9,1.56,0.36,0.09,0.38,16.8,1,0,0,3.1,3.1,0.09,-0.1,-0.1
ENG-Premier League,2122,Crystal Palace,Luka Milivojević,SRB,MF,30,1991,8.6,0,8,0,0.0,0.93,0.0,0.0,,26.6,4,0,0,0.3,0.3,0.04,-0.3,-0.3
ENG-Premier League,2122,Crystal Palace,Marc Guéhi,ENG,DF,21,2000,35.8,2,19,5,26.3,0.53,0.14,0.11,0.4,11.1,0,0,0,2.5,2.5,0.13,-0.5,-0.5
ENG-Premier League,2122,Crystal Palace,Michael Olise,FRA,"FW,MF",19,2001,12.7,2,19,10,52.6,1.5,0.79,0.11,0.2,17.0,2,0,0,1.7,1.7,0.09,0.3,0.3
ENG-Premier League,2122,Crystal Palace,Nathan Ferguson,ENG,DF,20,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Crystal Palace,Nathaniel Clyne,ENG,DF,30,1991,15.0,0,3,2,66.7,0.2,0.13,0.0,0.0,26.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2122,Crystal Palace,Odsonne Édouard,FRA,FW,23,1998,17.4,6,39,17,43.6,2.24,0.98,0.13,0.29,13.3,0,1,1,6.4,5.6,0.14,-0.4,-0.6
ENG-Premier League,2122,Crystal Palace,Tyrick Mitchell,ENG,DF,21,1999,34.5,0,4,0,0.0,0.12,0.0,0.0,,17.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ENG-Premier League,2122,Crystal Palace,Vicente Guaita,ESP,GK,34,1987,29.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Crystal Palace,Wilfried Zaha,CIV,FW,28,1992,30.7,14,62,26,41.9,2.02,0.85,0.15,0.35,18.8,0,5,7,9.5,3.9,0.06,4.5,5.1
ENG-Premier League,2122,Crystal Palace,Will Hughes,ENG,MF,26,1995,11.7,0,6,0,0.0,0.51,0.0,0.0,,23.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ENG-Premier League,2122,Everton,Abdoulaye Doucouré,MLI,MF,28,1993,28.2,2,34,11,32.4,1.21,0.39,0.06,0.18,17.9,0,0,0,2.2,2.2,0.06,-0.2,-0.2
ENG-Premier League,2122,Everton,Alex Iwobi,NGA,"MF,DF",25,1996,22.6,2,24,6,25.0,1.06,0.27,0.08,0.33,16.4,0,0,0,2.3,2.3,0.1,-0.3,-0.3
ENG-Premier League,2122,Everton,Allan,BRA,MF,30,1991,24.3,0,7,3,42.9,0.29,0.12,0.0,0.0,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ENG-Premier League,2122,Everton,Andros Townsend,ENG,"MF,FW",30,1991,16.2,3,20,9,45.0,1.24,0.56,0.1,0.22,22.1,4,1,1,2.2,1.5,0.07,0.8,0.5
ENG-Premier League,2122,Everton,André Gomes,POR,MF,28,1993,6.9,0,14,4,28.6,2.04,0.58,0.0,0.0,23.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7
ENG-Premier League,2122,Everton,Anthony Gordon,ENG,"MF,FW",20,2001,25.4,4,44,18,40.9,1.73,0.71,0.09,0.22,18.8,5,0,0,3.5,3.5,0.08,0.5,0.5
ENG-Premier League,2122,Everton,Anwar El Ghazi,NED,"FW,MF",26,1995,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Everton,Asmir Begović,BIH,GK,34,1987,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Everton,Ben Godfrey,ENG,DF,23,1998,22.5,0,18,6,33.3,0.8,0.27,0.0,0.0,17.2,0,0,0,1.4,1.4,0.08,-1.4,-1.4
ENG-Premier League,2122,Everton,Cenk Tosun,TUR,MF,30,1991,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Everton,Dele Alli,ENG,"MF,FW",25,1996,3.8,0,3,0,0.0,0.8,0.0,0.0,,19.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,2122,Everton,Demarai Gray,JAM,"MF,FW",25,1996,26.0,5,65,17,26.2,2.5,0.65,0.08,0.29,20.5,4,0,0,4.0,4.0,0.06,1.0,1.0
ENG-Premier League,2122,Everton,Dominic Calvert-Lewin,ENG,FW,24,1997,14.3,5,30,11,36.7,2.1,0.77,0.1,0.27,13.8,0,2,3,6.5,4.2,0.14,-1.5,-1.2
ENG-Premier League,2122,Everton,Donny van de Beek,NED,MF,24,1997,5.4,1,5,1,20.0,0.93,0.19,0.2,1.0,20.5,0,0,0,1.1,1.1,0.21,-0.1,-0.1
ENG-Premier League,2122,Everton,Ellis Simms,ENG,FW,20,2001,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2122,Everton,Fabian Delph,ENG,MF,31,1989,7.4,0,2,0,0.0,0.27,0.0,0.0,,27.3,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2122,Everton,Isaac Price,NIR,MF,17,2003,0.2,0,1,0,0.0,6.43,0.0,0.0,,8.9,0,0,0,0.1,0.1,0.08,-0.1,-0.1
