,,,,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,1819,Crystal Palace,Julián Speroni,ARG,GK,39,1979,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Crystal Palace,Luka Milivojević,SRB,MF,27,1991,38.0,115,3.03,62,39,0,6,3,5,7,0.18,5,2,0,0,0,0
ENG-Premier League,1819,Crystal Palace,Luke Dreher,ENG,FW,19,1998,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Crystal Palace,Mamadou Sakho,FRA,DF,28,1990,26.8,18,0.67,15,2,1,0,0,0,1,0.04,1,0,0,0,0,0
ENG-Premier League,1819,Crystal Palace,Martin Kelly,ENG,DF,28,1990,12.3,7,0.57,4,2,0,0,0,1,1,0.08,0,1,0,0,0,0
ENG-Premier League,1819,Crystal Palace,Max Meyer,GER,MF,22,1995,15.7,50,3.18,39,1,2,4,4,0,3,0.19,2,0,0,0,1,0
ENG-Premier League,1819,Crystal Palace,Michy Batshuayi,BEL,FW,24,1993,8.3,21,2.52,10,0,4,6,1,0,3,0.36,1,0,0,2,0,0
ENG-Premier League,1819,Crystal Palace,Pape Souaré,SEN,DF,28,1990,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Crystal Palace,Patrick van Aanholt,NED,DF,27,1990,35.5,86,2.42,67,8,2,7,2,0,6,0.17,4,1,0,1,0,0
ENG-Premier League,1819,Crystal Palace,Scott Dann,ENG,DF,31,1987,7.4,5,0.68,2,0,0,3,0,0,1,0.14,0,0,0,1,0,0
ENG-Premier League,1819,Crystal Palace,Vicente Guaita,ESP,GK,31,1987,19.5,2,0.1,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Crystal Palace,Wayne Hennessey,WAL,GK,31,1987,17.5,5,0.29,3,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Crystal Palace,Wilfried Zaha,CIV,FW,25,1992,33.7,143,4.24,93,0,20,12,17,1,20,0.59,9,0,5,0,6,0
ENG-Premier League,1819,Everton,Ademola Lookman,NGA,"FW,MF",20,1997,6.9,27,3.93,17,0,7,2,1,0,6,0.87,5,0,0,1,0,0
ENG-Premier League,1819,Everton,André Gomes,POR,MF,25,1993,22.0,46,2.09,34,0,7,3,2,0,2,0.09,1,0,1,0,0,0
ENG-Premier League,1819,Everton,Bernard,BRA,"FW,MF",25,1992,23.5,84,3.57,63,1,10,2,6,2,13,0.55,9,0,3,1,0,0
ENG-Premier League,1819,Everton,Cenk Tosun,TUR,FW,27,1991,11.8,28,2.38,17,0,1,4,5,1,3,0.25,3,0,0,0,0,0
ENG-Premier League,1819,Everton,Dominic Calvert-Lewin,ENG,FW,21,1997,19.8,35,1.77,22,0,4,5,4,0,5,0.25,2,0,0,2,1,0
ENG-Premier League,1819,Everton,Gylfi Sigurðsson,ISL,MF,28,1989,34.6,151,4.36,88,36,9,10,7,1,15,0.43,10,1,1,3,0,0
ENG-Premier League,1819,Everton,Idrissa Gana Gueye,SEN,MF,28,1989,31.4,61,1.95,51,0,3,4,2,1,8,0.26,7,0,1,0,0,0
ENG-Premier League,1819,Everton,James McCarthy,IRL,MF,27,1990,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Everton,Jonjoe Kenny,ENG,DF,21,1997,8.8,16,1.82,16,0,0,0,0,0,2,0.23,2,0,0,0,0,0
ENG-Premier League,1819,Everton,Jordan Pickford,ENG,GK,24,1994,38.0,6,0.16,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Everton,Kurt Zouma,FRA,DF,23,1994,29.0,18,0.62,15,0,1,2,0,0,3,0.1,3,0,0,0,0,0
ENG-Premier League,1819,Everton,Leighton Baines,ENG,DF,33,1984,4.2,10,2.4,3,6,0,1,0,0,2,0.48,1,1,0,0,0,0
ENG-Premier League,1819,Everton,Lucas Digne,FRA,DF,25,1993,32.9,111,3.37,63,40,2,4,0,2,9,0.27,6,2,0,1,0,0
ENG-Premier League,1819,Everton,Mason Holgate,ENG,DF,21,1996,4.5,4,0.88,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Everton,Michael Keane,ENG,DF,25,1993,33.0,21,0.64,17,0,0,3,0,1,1,0.03,1,0,0,0,0,0
ENG-Premier League,1819,Everton,Morgan Schneiderlin,FRA,MF,28,1989,9.3,15,1.62,15,0,0,0,0,0,2,0.22,2,0,0,0,0,0
ENG-Premier League,1819,Everton,Oumar Niasse,SEN,FW,28,1990,0.7,1,1.43,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Everton,Phil Jagielka,ENG,DF,35,1982,3.7,1,0.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Everton,Richarlison,BRA,"FW,MF",21,1997,29.6,86,2.9,49,0,8,13,15,1,11,0.37,4,0,2,3,2,0
ENG-Premier League,1819,Everton,Séamus Coleman,IRL,DF,29,1988,28.4,49,1.72,41,2,3,1,1,1,3,0.11,3,0,0,0,0,0
ENG-Premier League,1819,Everton,Theo Walcott,ENG,"FW,MF",29,1989,23.5,57,2.42,38,1,1,7,10,0,6,0.25,4,1,0,1,0,0
ENG-Premier League,1819,Everton,Tom Davies,ENG,MF,20,1998,10.9,12,1.1,10,0,1,0,1,0,1,0.09,1,0,0,0,0,0
ENG-Premier League,1819,Everton,Yerry Mina,COL,DF,23,1994,9.9,6,0.61,5,0,0,0,1,0,1,0.1,1,0,0,0,0,0
ENG-Premier League,1819,Fulham,Aboubakar Kamara,MTN,FW,23,1995,7.7,21,2.73,18,0,1,1,1,0,1,0.13,0,0,0,0,1,0
ENG-Premier League,1819,Fulham,Aleksandar Mitrović,SRB,FW,23,1994,36.4,90,2.47,60,0,9,14,7,0,9,0.25,4,0,1,2,2,0
ENG-Premier League,1819,Fulham,Alfie Mawson,ENG,DF,24,1994,12.6,5,0.4,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Fulham,Andre-Frank Zambo Anguissa,CMR,MF,22,1995,16.9,37,2.2,30,0,3,3,0,1,2,0.12,2,0,0,0,0,0
ENG-Premier League,1819,Fulham,André Schürrle,GER,"FW,MF",27,1990,18.2,44,2.42,36,0,2,4,2,0,2,0.11,1,0,0,1,0,0
ENG-Premier League,1819,Fulham,Calum Chambers,ENG,"MF,DF",23,1995,28.8,40,1.39,34,0,1,4,1,0,1,0.03,1,0,0,0,0,0
ENG-Premier League,1819,Fulham,Cyrus Christie,IRL,"DF,MF",25,1992,21.6,40,1.85,30,2,5,2,0,1,3,0.14,2,0,1,0,0,0
ENG-Premier League,1819,Fulham,Denis Odoi,GHA,DF,30,1988,28.8,31,1.08,25,2,0,0,1,3,1,0.03,1,0,0,0,0,0
ENG-Premier League,1819,Fulham,Fabricio,ESP,GK,30,1987,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Fulham,Floyd Ayité,TOG,"FW,MF",29,1988,5.3,16,3.03,13,1,1,1,0,0,1,0.19,0,0,1,0,0,0
ENG-Premier League,1819,Fulham,Harvey Elliott,ENG,MF,15,2003,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Fulham,Håvard Nordtveit,NOR,DF,28,1990,4.0,5,1.24,5,0,0,0,0,0,1,0.25,1,0,0,0,0,0
ENG-Premier League,1819,Fulham,Ibrahima Cissé,GUI,MF,24,1994,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Fulham,Jean Seri,CIV,MF,27,1991,24.9,104,4.17,64,34,2,3,1,0,7,0.28,4,2,1,0,0,0
ENG-Premier League,1819,Fulham,Joe Bryan,ENG,"DF,MF",24,1993,26.1,52,2.0,33,9,2,5,2,1,2,0.08,2,0,0,0,0,0
ENG-Premier League,1819,Fulham,Kevin McDonald,SCO,MF,29,1988,9.3,12,1.28,10,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Fulham,Lazar Marković,SRB,MF,24,1994,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Fulham,Luciano Vietto,ARG,"FW,MF",24,1993,11.0,52,4.75,42,0,4,4,2,0,6,0.55,5,0,0,1,0,0
ENG-Premier League,1819,Fulham,Marcus Bettinelli,ENG,GK,26,1992,7.0,3,0.43,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Fulham,Maxime Le Marchand,FRA,DF,28,1989,25.0,24,0.96,21,0,0,2,1,0,3,0.12,3,0,0,0,0,0
ENG-Premier League,1819,Fulham,Neeskens Kebano,COD,"FW,MF",26,1992,1.2,2,1.64,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Fulham,Ryan Babel,NED,"FW,MF",31,1986,13.9,50,3.6,31,7,6,4,2,0,6,0.43,4,0,1,1,0,0
ENG-Premier League,1819,Fulham,Ryan Sessegnon,ENG,"FW,DF",18,2000,25.6,73,2.86,46,11,9,3,3,1,8,0.31,6,1,1,0,0,0
ENG-Premier League,1819,Fulham,Sergio Rico,ESP,GK,24,1993,29.0,6,0.21,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Fulham,Stefan Johansen,NOR,MF,27,1991,4.6,4,0.86,4,0,0,0,0,0,1,0.22,1,0,0,0,0,0
ENG-Premier League,1819,Fulham,Tim Ream,USA,DF,30,1987,22.7,11,0.48,8,1,0,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Fulham,Timothy Fosu-Mensah,NED,DF,20,1998,8.8,11,1.25,10,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Fulham,Tom Cairney,SCO,"MF,FW",27,1991,24.4,80,3.28,68,0,2,5,4,1,5,0.21,5,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Aaron Mooy,AUS,"MF,FW",27,1990,25.9,85,3.28,50,26,2,7,0,0,3,0.12,2,1,0,0,0,0
ENG-Premier League,1819,Huddersfield,Aaron Rowe,ENG,FW,17,2000,0.8,1,1.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Abdelhamid Sabiri,MAR,FW,21,1996,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Adama Diakhaby,FRA,"FW,MF",22,1996,6.1,15,2.45,9,0,2,2,1,1,1,0.16,0,0,0,1,0,0
ENG-Premier League,1819,Huddersfield,Alex Pritchard,ENG,"MF,FW",25,1993,23.1,97,4.2,61,12,6,3,13,2,5,0.22,2,2,0,0,1,0
ENG-Premier League,1819,Huddersfield,Ben Hamer,ENG,GK,30,1987,6.1,1,0.16,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Chris Löwe,GER,"DF,MF",29,1989,22.9,39,1.71,24,9,3,2,1,0,4,0.18,4,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Christopher Schindler,GER,DF,28,1990,36.2,15,0.41,13,1,0,0,1,0,1,0.03,1,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Collin Quaner,GER,FW,27,1991,0.4,3,6.92,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Danny Williams,USA,MF,29,1989,1.1,1,0.94,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Demeaco Duhaney,ENG,DF,19,1998,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Elias Kachunga,COD,"FW,MF",26,1992,13.1,13,0.99,9,0,1,2,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Erik Durm,GER,DF,26,1992,22.8,37,1.62,30,1,3,1,1,1,2,0.09,2,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Florent Hadergjonaj,KVX,"DF,MF",24,1994,20.5,41,2.0,37,0,1,1,0,2,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Isaac Mbenza,BEL,"FW,MF",22,1996,11.0,14,1.28,10,1,0,2,1,0,1,0.09,1,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Jason Puncheon,ENG,MF,32,1986,4.2,10,2.36,9,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Joel Coleman,ENG,GK,22,1995,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Jon Gorenc Stanković,SVN,"MF,DF",22,1996,7.9,8,1.01,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Jonas Lössl,DEN,GK,29,1989,30.9,8,0.26,5,3,0,0,0,0,1,0.03,1,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Jonathan Hogg,ENG,MF,29,1988,26.3,34,1.29,28,0,0,1,3,2,1,0.04,1,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Juninho Bacuna,CUW,"MF,DF",20,1997,15.7,41,2.61,30,6,2,0,3,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Karlan Grant,ENG,FW,20,1997,9.7,22,2.26,13,0,5,3,1,0,2,0.21,0,0,0,1,1,0
ENG-Premier League,1819,Huddersfield,Laurent Depoitre,BEL,FW,29,1988,11.9,21,1.77,18,0,0,1,2,0,1,0.08,1,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Mathias Jørgensen,DEN,DF,28,1990,23.9,24,1.01,20,1,0,0,1,2,1,0.04,1,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Matty Daly,ENG,MF,17,2001,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Philip Billing,DEN,MF,22,1996,24.3,68,2.8,39,12,2,9,4,2,3,0.12,2,1,0,0,0,0
ENG-Premier League,1819,Huddersfield,Rajiv van La Parra,NED,"FW,MF",27,1991,4.5,8,1.78,6,1,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Ramadan Sobhi,EGY,"FW,MF",21,1997,0.9,5,5.7,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Steve Mounié,BEN,FW,23,1994,19.8,33,1.67,27,0,0,5,1,0,4,0.2,3,0,0,0,1,0
ENG-Premier League,1819,Huddersfield,Terence Kongolo,NED,DF,24,1994,30.2,24,0.8,18,1,0,2,1,2,2,0.07,2,0,0,0,0,0
ENG-Premier League,1819,Huddersfield,Tommy Smith,ENG,DF,26,1992,12.7,15,1.18,13,0,0,1,1,0,1,0.08,0,0,0,1,0,0
ENG-Premier League,1819,Leicester City,Adrien Silva,POR,MF,29,1989,1.0,1,1.02,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Leicester City,Ben Chilwell,ENG,DF,21,1996,36.0,91,2.53,63,12,9,2,2,3,8,0.22,7,0,0,1,0,0
ENG-Premier League,1819,Leicester City,Christian Fuchs,AUT,DF,32,1986,2.3,11,4.78,10,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Leicester City,Daniel Amartey,GHA,DF,23,1994,7.1,11,1.55,10,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Leicester City,Danny Simpson,ENG,DF,31,1987,3.2,2,0.62,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Leicester City,Demarai Gray,JAM,"FW,MF",22,1996,22.1,55,2.49,35,1,8,6,4,1,6,0.27,4,0,1,0,1,0
ENG-Premier League,1819,Leicester City,Fousseni Diabaté,MLI,FW,22,1995,0.6,2,3.33,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Leicester City,Hamza Choudhury,ENG,MF,20,1997,6.6,15,2.27,11,0,1,0,0,3,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Leicester City,Harry Maguire,ENG,DF,25,1993,28.8,45,1.56,34,2,2,5,1,1,4,0.14,2,1,0,1,0,0
ENG-Premier League,1819,Leicester City,Harvey Barnes,ENG,"MF,FW",20,1997,11.2,50,4.48,36,0,9,5,0,0,4,0.36,2,0,1,1,0,0
ENG-Premier League,1819,Leicester City,James Maddison,ENG,"MF,FW",21,1996,31.5,190,6.04,87,54,13,10,25,1,13,0.41,9,2,1,0,1,0
ENG-Premier League,1819,Leicester City,Jamie Vardy,ENG,FW,31,1987,30.3,59,1.95,41,1,4,7,6,0,9,0.3,4,0,1,1,3,0
ENG-Premier League,1819,Leicester City,Jonny Evans,NIR,DF,30,1988,22.2,12,0.54,10,0,0,2,0,0,1,0.05,0,0,0,1,0,0
ENG-Premier League,1819,Leicester City,Kasper Schmeichel,DEN,GK,31,1986,38.0,2,0.05,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Leicester City,Kelechi Iheanacho,NGA,"FW,MF",21,1996,10.5,23,2.2,21,0,0,0,2,0,7,0.67,6,0,0,0,1,0
ENG-Premier League,1819,Leicester City,Marc Albrighton,ENG,"FW,MF",28,1989,18.1,47,2.6,37,4,3,3,0,0,4,0.22,4,0,0,0,0,0
ENG-Premier League,1819,Leicester City,Nampalys Mendy,SEN,MF,26,1992,23.2,21,0.9,19,0,0,0,2,0,2,0.09,0,0,0,0,2,0
ENG-Premier League,1819,Leicester City,Rachid Ghezzal,ALG,"FW,MF",26,1992,8.3,44,5.33,32,6,3,2,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Leicester City,Ricardo Pereira,POR,"DF,FW",24,1993,34.7,86,2.48,56,5,11,5,6,3,14,0.4,10,0,3,0,1,0
ENG-Premier League,1819,Leicester City,Shinji Okazaki,JPN,"MF,FW",32,1986,3.2,11,3.44,10,0,0,1,0,0,1,0.31,1,0,0,0,0,0
ENG-Premier League,1819,Leicester City,Vicente Iborra,ESP,MF,30,1988,2.5,2,0.79,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Leicester City,Wes Morgan,JAM,DF,34,1984,21.4,14,0.65,10,0,0,3,0,1,1,0.05,0,0,0,1,0,0
ENG-Premier League,1819,Leicester City,Wilfred Ndidi,NGA,MF,21,1996,36.6,64,1.75,59,0,1,2,0,2,5,0.14,4,0,0,1,0,0
ENG-Premier League,1819,Leicester City,Youri Tielemans,BEL,MF,21,1997,12.1,39,3.23,36,0,0,2,1,0,6,0.5,6,0,0,0,0,0
ENG-Premier League,1819,Leicester City,Çağlar Söyüncü,TUR,DF,22,1996,4.1,1,0.24,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Liverpool,Adam Lallana,ENG,"MF,FW",30,1988,5.2,24,4.63,18,3,2,0,1,0,3,0.58,2,0,0,0,1,0
ENG-Premier League,1819,Liverpool,Alberto Moreno,ESP,DF,26,1992,1.7,7,4.09,6,0,1,0,0,0,1,0.58,1,0,0,0,0,0
ENG-Premier League,1819,Liverpool,Alex Oxlade-Chamberlain,ENG,MF,24,1993,0.2,3,12.86,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Liverpool,Alisson,BRA,GK,25,1992,38.0,4,0.11,1,3,0,0,0,0,1,0.03,0,1,0,0,0,0
ENG-Premier League,1819,Liverpool,Andrew Robertson,SCO,DF,24,1994,35.7,94,2.63,87,1,3,1,2,0,18,0.5,17,0,1,0,0,0
ENG-Premier League,1819,Liverpool,Daniel Sturridge,ENG,"FW,MF",28,1989,5.7,14,2.48,13,0,0,0,1,0,2,0.35,2,0,0,0,0,0
ENG-Premier League,1819,Liverpool,Dejan Lovren,CRO,DF,29,1989,11.0,6,0.55,5,0,0,0,1,0,2,0.18,1,0,0,0,1,0
ENG-Premier League,1819,Liverpool,Divock Origi,BEL,FW,23,1995,4.1,11,2.67,7,0,1,2,1,0,1,0.24,1,0,0,0,0,0
ENG-Premier League,1819,Liverpool,Fabinho,BRA,MF,24,1993,22.4,42,1.87,33,0,2,2,3,2,5,0.22,4,0,0,0,1,0
ENG-Premier League,1819,Liverpool,Georginio Wijnaldum,NED,MF,27,1990,30.3,57,1.88,44,3,3,3,2,2,6,0.2,5,0,0,1,0,0
ENG-Premier League,1819,Liverpool,James Milner,ENG,"MF,DF",32,1986,19.9,85,4.28,44,29,5,4,2,1,7,0.35,6,1,0,0,0,0
ENG-Premier League,1819,Liverpool,Joe Gomez,ENG,DF,21,1997,11.8,11,0.93,11,0,0,0,0,0,1,0.08,1,0,0,0,0,0
ENG-Premier League,1819,Liverpool,Jordan Henderson,ENG,MF,28,1990,22.1,39,1.77,36,1,0,1,0,1,6,0.27,6,0,0,0,0,0
ENG-Premier League,1819,Liverpool,Joël Matip,CMR,DF,26,1991,17.1,12,0.7,9,0,1,0,1,1,2,0.12,1,0,0,0,0,1
ENG-Premier League,1819,Liverpool,Mohamed Salah,EGY,FW,26,1992,36.1,160,4.43,104,4,26,12,14,0,21,0.58,8,1,4,3,5,0
ENG-Premier League,1819,Liverpool,Naby Keïta,GUI,"MF,FW",23,1995,15.4,41,2.65,34,0,2,4,1,0,5,0.32,5,0,0,0,0,0
ENG-Premier League,1819,Liverpool,Nathaniel Clyne,ENG,DF,27,1991,1.2,2,1.62,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Liverpool,Rafael Camacho,POR,DF,18,2000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Liverpool,Roberto Firmino,BRA,"FW,MF",26,1991,29.0,116,4.0,90,0,9,10,3,4,17,0.59,12,0,3,1,1,0
ENG-Premier League,1819,Liverpool,Sadio Mané,SEN,FW,26,1992,34.2,119,3.48,86,0,13,8,11,1,16,0.47,9,0,5,1,1,0
ENG-Premier League,1819,Liverpool,Trent Alexander-Arnold,ENG,DF,19,1998,27.4,96,3.51,62,24,6,2,1,1,18,0.66,13,5,0,0,0,0
ENG-Premier League,1819,Liverpool,Virgil van Dijk,NED,DF,27,1991,37.6,31,0.82,26,0,1,3,0,1,7,0.19,5,0,0,2,0,0
ENG-Premier League,1819,Liverpool,Xherdan Shaqiri,SUI,"FW,MF",26,1991,11.8,39,3.3,28,6,1,3,1,0,10,0.85,5,2,1,2,0,0
ENG-Premier League,1819,Manchester City,Aymeric Laporte,ESP,DF,24,1994,34.0,40,1.18,37,0,1,2,0,0,6,0.18,6,0,0,0,0,0
ENG-Premier League,1819,Manchester City,Benjamin Mendy,FRA,DF,24,1994,10.0,24,2.4,20,2,1,1,0,0,6,0.6,5,1,0,0,0,0
ENG-Premier League,1819,Manchester City,Bernardo Silva,POR,"MF,FW",23,1994,31.7,138,4.35,113,7,9,6,2,1,13,0.41,12,0,0,0,1,0
ENG-Premier League,1819,Manchester City,Danilo,BRA,DF,27,1991,9.0,16,1.78,13,0,0,2,1,0,2,0.22,1,0,0,1,0,0
ENG-Premier League,1819,Manchester City,David Silva,ESP,MF,32,1986,26.7,152,5.7,124,8,6,11,3,0,19,0.71,18,1,0,0,0,0
ENG-Premier League,1819,Manchester City,Ederson,BRA,GK,24,1993,38.0,5,0.13,2,3,0,0,0,0,1,0.03,0,1,0,0,0,0
ENG-Premier League,1819,Manchester City,Fabian Delph,ENG,DF,28,1989,8.1,14,1.74,14,0,0,0,0,0,2,0.25,2,0,0,0,0,0
ENG-Premier League,1819,Manchester City,Fernandinho,BRA,MF,33,1985,26.4,72,2.73,61,0,1,2,4,4,10,0.38,8,0,0,0,1,1
ENG-Premier League,1819,Manchester City,Gabriel Jesus,BRA,FW,21,1997,11.5,48,4.17,36,0,6,5,1,0,6,0.52,5,0,0,1,0,0
ENG-Premier League,1819,Manchester City,John Stones,ENG,DF,24,1994,19.6,18,0.92,17,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Manchester City,Kevin De Bruyne,BEL,MF,27,1991,10.8,75,6.92,52,12,6,2,3,0,6,0.55,4,1,0,0,1,0
ENG-Premier League,1819,Manchester City,Kyle Walker,ENG,DF,28,1990,30.9,65,2.11,60,0,1,2,1,1,5,0.16,5,0,0,0,0,0
ENG-Premier League,1819,Manchester City,Leroy Sané,GER,FW,22,1996,20.7,87,4.2,53,9,14,6,4,1,15,0.72,13,0,2,0,0,0
ENG-Premier League,1819,Manchester City,Nicolás Otamendi,ARG,DF,30,1988,13.7,9,0.66,8,0,1,0,0,0,2,0.15,2,0,0,0,0,0
ENG-Premier League,1819,Manchester City,Oleksandr Zinchenko,UKR,DF,21,1996,12.8,30,2.35,27,2,1,0,0,0,5,0.39,5,0,0,0,0,0
ENG-Premier League,1819,Manchester City,Phil Foden,ENG,MF,18,2000,3.7,16,4.29,11,0,3,0,2,0,1,0.27,1,0,0,0,0,0
ENG-Premier League,1819,Manchester City,Raheem Sterling,ENG,FW,23,1994,30.8,145,4.71,99,1,23,11,11,0,27,0.88,19,0,4,0,4,0
ENG-Premier League,1819,Manchester City,Riyad Mahrez,ALG,"FW,MF",27,1991,14.9,57,3.82,34,6,6,7,3,1,9,0.6,6,1,1,1,0,0
ENG-Premier League,1819,Manchester City,Sergio Agüero,ARG,FW,30,1988,27.3,91,3.33,60,1,11,10,7,2,19,0.7,14,0,2,2,1,0
ENG-Premier League,1819,Manchester City,Vincent Kompany,BEL,DF,32,1986,13.6,12,0.88,11,0,0,0,0,1,1,0.07,1,0,0,0,0,0
ENG-Premier League,1819,Manchester City,İlkay Gündoğan,GER,MF,27,1990,23.7,102,4.3,75,19,2,4,2,0,13,0.55,12,1,0,0,0,0
ENG-Premier League,1819,Manchester Utd,Alexis Sánchez,CHI,"FW,MF",29,1988,9.8,45,4.6,33,0,5,2,5,0,6,0.61,4,0,0,2,0,0
ENG-Premier League,1819,Manchester Utd,Ander Herrera,ESP,MF,28,1989,15.6,39,2.5,33,1,1,1,2,1,6,0.39,6,0,0,0,0,0
ENG-Premier League,1819,Manchester Utd,Andreas Pereira,BRA,MF,22,1996,6.7,24,3.61,21,0,1,1,1,0,1,0.15,1,0,0,0,0,0
ENG-Premier League,1819,Manchester Utd,Angel Gomes,ENG,"MF,FW",17,2000,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Manchester Utd,Anthony Martial,FRA,FW,22,1995,18.0,69,3.83,55,0,6,1,7,0,12,0.67,6,0,3,1,2,0
ENG-Premier League,1819,Manchester Utd,Antonio Valencia,ECU,DF,32,1985,5.2,14,2.7,13,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,1819,Manchester Utd,Ashley Young,ENG,DF,33,1985,28.5,77,2.7,42,31,1,2,1,0,9,0.32,5,2,1,1,0,0
ENG-Premier League,1819,Manchester Utd,Chris Smalling,ENG,DF,28,1989,23.6,11,0.47,9,0,0,2,0,0,2,0.08,2,0,0,0,0,0
