,,,,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
ENG-Premier League,2425,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",33-262,1991,4.2,2,0.47,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Odsonne Édouard,FRA,"MF,FW",26-342,1998,1.3,1,0.78,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Trevoh Chalobah,ENG,DF,25-171,1999,9.8,7,0.72,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Tyrick Mitchell,ENG,DF,25-113,1999,16.4,41,2.5,38,1,0,1,1,0,3,0.18,3,0,0,0,0,0
ENG-Premier League,2425,Crystal Palace,Will Hughes,ENG,MF,29-250,1995,10.6,42,3.97,28,10,1,2,1,0,5,0.47,2,2,0,1,0,0
ENG-Premier League,2425,Everton,Abdoulaye Doucouré,MLI,MF,31-357,1993,11.9,26,2.18,24,0,0,1,0,1,1,0.08,0,0,0,0,0,1
ENG-Premier League,2425,Everton,Armando Broja,ALB,FW,23-104,2001,0.4,1,2.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Ashley Young,ENG,DF,39-167,1985,13.3,30,2.25,25,3,0,0,1,1,5,0.38,4,0,0,0,0,1
ENG-Premier League,2425,Everton,Beto,GNB,FW,26-327,1998,2.3,4,1.76,0,0,2,0,2,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Dominic Calvert-Lewin,ENG,FW,27-282,1997,13.7,17,1.24,10,0,2,2,2,1,2,0.15,1,0,0,0,1,0
ENG-Premier League,2425,Everton,Dwight McNeil,ENG,"MF,FW",25-031,1999,12.7,60,4.74,33,18,4,2,2,1,6,0.47,3,1,1,0,0,1
ENG-Premier League,2425,Everton,Harrison Armstrong,ENG,MF,17-339,2007,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Idrissa Gana Gueye,SEN,MF,35-088,1989,12.9,26,2.02,21,0,0,2,2,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Iliman Ndiaye,SEN,FW,24-292,2000,14.0,36,2.58,29,0,3,0,4,0,3,0.22,3,0,0,0,0,0
ENG-Premier League,2425,Everton,Jack Harrison,ENG,FW,28-033,1996,8.9,16,1.79,13,0,0,1,2,0,2,0.22,1,0,0,0,1,0
ENG-Premier League,2425,Everton,Jake O'Brien,IRL,DF,23-222,2001,0.4,1,2.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,James Garner,ENG,"DF,MF",23-285,2001,2.8,5,1.78,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,James Tarkowski,ENG,DF,32-034,1992,15.9,22,1.38,17,2,0,3,0,0,1,0.06,1,0,0,0,0,0
ENG-Premier League,2425,Everton,Jarrad Branthwaite,ENG,DF,22-179,2002,7.1,6,0.85,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Jesper Lindstrøm,DEN,FW,24-298,2000,6.0,24,4.04,15,5,1,2,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Jordan Pickford,ENG,GK,30-291,1994,16.0,4,0.25,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Mason Holgate,ENG,"FW,DF",28-062,1996,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Michael Keane,ENG,DF,31-347,1993,9.0,6,0.67,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Nathan Patterson,SCO,DF,23-068,2001,0.2,1,5.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Orel Mangala,BEL,MF,26-280,1998,8.5,17,1.99,12,1,2,1,1,0,1,0.12,0,0,0,0,1,0
ENG-Premier League,2425,Everton,Roman Dixon,ENG,DF,19-363,2004,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Séamus Coleman,IRL,DF,36-073,1988,1.2,1,0.83,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Tim Iroegbunam,ENG,MF,21-176,2003,4.3,9,2.11,5,0,1,0,1,2,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Vitaliy Mykolenko,UKR,DF,25-208,1999,13.3,15,1.13,14,0,0,1,0,0,1,0.08,0,0,0,1,0,0
ENG-Premier League,2425,Fulham,Adama Traoré,ESP,"FW,MF",28-333,1996,9.4,41,4.34,32,0,4,3,0,2,3,0.32,3,0,0,0,0,0
ENG-Premier League,2425,Fulham,Alex Iwobi,NGA,"FW,MF",28-234,1996,16.4,65,3.96,57,0,4,3,1,0,10,0.61,8,0,2,0,0,0
ENG-Premier League,2425,Fulham,Andreas Pereira,BRA,MF,28-357,1996,11.2,62,5.52,33,25,0,2,2,0,2,0.18,1,0,0,0,1,0
ENG-Premier League,2425,Fulham,Antonee Robinson,USA,DF,27-137,1997,17.0,37,2.18,36,0,1,0,0,0,7,0.41,7,0,0,0,0,0
ENG-Premier League,2425,Fulham,Bernd Leno,GER,GK,32-294,1992,17.0,3,0.18,3,0,0,0,0,0,1,0.06,1,0,0,0,0,0
ENG-Premier League,2425,Fulham,Calvin Bassey,NGA,DF,24-358,1999,16.0,7,0.44,6,1,0,0,0,0,1,0.06,1,0,0,0,0,0
ENG-Premier League,2425,Fulham,Carlos Vinícius,BRA,MF,29-273,1995,0.0,1,22.5,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Emile Smith Rowe,ENG,MF,24-148,2000,12.1,40,3.3,30,0,2,5,0,3,8,0.66,6,0,1,0,0,1
ENG-Premier League,2425,Fulham,Harrison Reed,ENG,MF,29-331,1995,0.7,1,1.48,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Harry Wilson,WAL,"FW,MF",27-276,1997,4.7,8,1.7,5,2,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Issa Diop,FRA,DF,27-349,1997,9.4,5,0.53,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Jay Stansfield,ENG,MF,22-029,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Joachim Andersen,DEN,DF,28-206,1996,7.7,6,0.79,3,0,0,3,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Jorge Cuenca,ESP,DF,25-036,1999,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Joshua King,ENG,MF,17-355,2007,0.8,2,2.5,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Kenny Tete,NED,DF,29-075,1995,14.0,23,1.64,16,0,2,3,2,0,3,0.21,3,0,0,0,0,0
ENG-Premier League,2425,Fulham,Martial Godo,ENG,FW,21-284,2003,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,33-232,1991,11.1,23,2.08,15,1,0,3,3,1,4,0.36,3,0,0,0,0,1
ENG-Premier League,2425,Fulham,Reiss Nelson,ENG,FW,25-013,1999,5.4,31,5.73,21,2,3,4,0,1,1,0.18,1,0,0,0,0,0
ENG-Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,23-233,2001,5.9,9,1.52,6,0,1,0,1,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Ryan Sessegnon,ENG,MF,24-219,2000,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Sander Berge,NOR,MF,26-313,1998,10.6,17,1.6,15,0,0,0,0,2,1,0.09,1,0,0,0,0,0
ENG-Premier League,2425,Fulham,Saša Lukić,SRB,MF,28-132,1996,9.9,18,1.82,13,3,0,1,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Timothy Castagne,BEL,DF,29-018,1995,3.0,3,0.99,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Tom Cairney,SCO,MF,33-338,1991,2.8,17,6.05,16,1,0,0,0,0,2,0.71,2,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22-297,2002,1.3,8,6.05,4,0,3,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,26-046,1998,16.0,1,0.06,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,27-039,1997,8.6,6,0.7,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",24-334,2000,5.7,10,1.75,6,2,0,0,2,0,2,0.35,2,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,29-063,1995,9.0,5,0.56,5,0,0,0,0,0,2,0.22,2,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,27-236,1997,2.6,3,1.13,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,29-044,1995,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27-311,1997,6.8,18,2.65,17,1,0,0,0,0,1,0.15,1,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Conor Townsend,ENG,MF,31-294,1993,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,25-294,1999,13.7,10,0.73,8,0,0,1,0,1,1,0.07,1,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,George Edmundson,ENG,DF,27-114,1997,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,George Hirst,ENG,FW,25-312,1999,2.0,6,3.0,5,0,0,1,0,0,2,1.0,1,0,0,1,0,0
ENG-Premier League,2425,Ipswich Town,Harry Clarke,ENG,DF,23-296,2001,4.2,1,0.24,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Jack Clarke,ENG,FW,24-030,2000,5.6,17,3.04,15,1,1,0,0,0,2,0.36,1,1,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Jack Taylor,IRL,MF,26-183,1998,3.7,17,4.55,12,1,1,2,0,1,1,0.27,1,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,24-102,2000,8.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,25-135,1999,6.7,11,1.63,9,0,2,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,29-021,1995,6.3,10,1.59,8,1,0,1,0,0,2,0.32,2,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,24-346,2000,17.0,61,3.59,27,29,3,2,0,0,3,0.18,2,0,1,0,0,0
ENG-Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,21-319,2003,13.2,32,2.43,18,0,5,1,6,2,2,0.15,1,0,1,0,0,0
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,26-063,1998,4.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Marcus Harness,ENG,MF,28-303,1996,0.5,2,4.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Massimo Luongo,AUS,MF,32-089,1992,1.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Nathan Broadhead,WAL,"FW,MF",26-262,1998,0.6,2,3.6,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",21-054,2003,15.1,39,2.59,27,0,7,2,2,1,4,0.27,4,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,33-104,1991,15.9,27,1.7,25,2,0,0,0,0,1,0.06,1,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,FW,29-090,1995,9.1,9,0.98,7,0,1,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,Wes Burns,WAL,FW,30-030,1994,8.1,13,1.6,10,0,0,1,2,0,1,0.12,1,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,20-290,2004,6.4,17,2.64,10,0,2,1,4,0,3,0.47,2,0,0,1,0,0
ENG-Premier League,2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",20-227,2004,6.3,15,2.39,13,2,0,0,0,0,1,0.16,1,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Bobby Reid,JAM,"FW,MF",31-325,1993,3.1,6,1.95,2,0,0,2,2,0,2,0.65,0,0,0,1,1,0
ENG-Premier League,2425,Leicester City,Boubakary Soumaré,FRA,MF,25-300,1999,6.3,12,1.91,9,0,1,0,2,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23-163,2001,8.7,2,0.23,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Conor Coady,ENG,DF,31-302,1993,5.1,3,0.59,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Danny Ward,WAL,GK,31-184,1993,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",20-000,2004,10.2,37,3.61,19,9,8,1,0,0,4,0.39,1,2,1,0,0,0
ENG-Premier League,2425,Leicester City,Hamza Choudhury,ENG,"MF,DF",27-083,1997,1.2,3,2.43,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Harry Winks,ENG,MF,28-325,1996,10.1,28,2.77,21,7,0,0,0,0,3,0.3,2,1,0,0,0,0
ENG-Premier League,2425,Leicester City,James Justin,ENG,DF,26-304,1998,15.5,17,1.1,12,1,0,0,4,0,1,0.06,1,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,37-347,1987,14.2,22,1.55,15,0,3,1,3,0,8,0.56,4,0,2,0,2,0
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,32-142,1992,7.7,1,0.13,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Jordan Ayew,GHA,"FW,MF",33-103,1991,8.2,11,1.34,8,2,0,1,0,0,1,0.12,1,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Kasey McAteer,IRL,"FW,MF",23-031,2001,3.7,8,2.16,7,0,0,0,1,0,1,0.27,1,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23-196,2001,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24-165,2000,15.5,2,0.13,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Odsonne Édouard,FRA,FW,26-342,1998,0.3,2,6.21,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,24-098,2000,7.6,9,1.19,7,1,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Patson Daka,ZAM,"FW,MF",26-075,1998,1.2,1,0.8,0,0,1,0,0,0,1,0.8,0,0,1,0,0,0
ENG-Premier League,2425,Leicester City,Ricardo Pereira,POR,DF,31-078,1993,1.6,2,1.23,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Stephy Mavididi,ENG,FW,26-206,1998,9.4,30,3.17,25,2,2,1,0,0,6,0.63,5,0,1,0,0,0
ENG-Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,22-007,2002,14.5,23,1.58,16,5,0,0,2,0,3,0.21,3,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,28-007,1996,13.5,16,1.19,14,0,1,1,0,0,3,0.22,3,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Wout Faes,BEL,DF,26-264,1998,14.0,5,0.36,3,0,0,1,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,25-365,1998,11.7,45,3.85,36,5,1,1,1,1,3,0.26,3,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Alisson,BRA,GK,32-082,1992,7.9,2,0.25,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Andrew Robertson,SCO,DF,30-287,1994,12.6,32,2.54,27,4,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,26-030,1998,8.0,3,0.37,3,0,0,0,0,0,1,0.12,1,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Cody Gakpo,NED,FW,25-230,1999,8.4,31,3.69,23,0,1,4,2,1,1,0.12,1,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Conor Bradley,NIR,DF,21-167,2003,2.6,6,2.3,4,0,1,0,1,0,1,0.38,1,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Curtis Jones,ENG,MF,23-328,2001,7.3,12,1.64,11,0,0,0,1,0,3,0.41,2,0,0,0,1,0
ENG-Premier League,2425,Liverpool,Darwin Núñez,URU,FW,25-182,1999,7.2,18,2.5,11,0,4,0,1,2,3,0.42,3,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Diogo Jota,POR,FW,28-019,1996,5.9,15,2.56,9,0,3,2,1,0,4,0.68,2,0,1,0,1,0
ENG-Premier League,2425,Liverpool,Dominik Szoboszlai,HUN,MF,24-059,2000,12.4,51,4.11,39,3,2,5,1,1,8,0.64,6,0,0,2,0,0
ENG-Premier League,2425,Liverpool,Federico Chiesa,ITA,FW,27-059,1997,0.2,2,9.47,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Harvey Elliott,ENG,"FW,DF",21-263,2003,0.3,2,7.2,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Ibrahima Konaté,FRA,DF,25-212,1999,10.8,8,0.74,6,0,0,2,0,0,2,0.18,2,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Jarell Quansah,ENG,DF,21-329,2003,1.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Joe Gomez,ENG,DF,27-214,1997,4.4,3,0.69,3,0,0,0,0,0,1,0.23,1,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Kostas Tsimikas,GRE,DF,28-225,1996,2.6,8,3.1,5,3,0,0,0,0,1,0.39,1,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Luis Díaz,COL,FW,27-345,1997,10.7,55,5.12,39,0,9,5,2,0,9,0.84,7,0,1,0,1,0
ENG-Premier League,2425,Liverpool,Mohamed Salah,EGY,FW,32-191,1992,15.6,70,4.49,48,1,9,7,3,2,12,0.77,11,0,0,1,0,0
ENG-Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,22-221,2002,15.7,24,1.53,21,0,1,1,0,1,5,0.32,5,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,26-077,1998,12.6,45,3.58,34,10,1,0,0,0,8,0.64,7,1,0,0,0,0
ENG-Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33-168,1991,16.0,18,1.13,14,0,0,1,1,2,3,0.19,3,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Vitezslav Jaros,CZE,GK,23-153,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Wataru Endo,JPN,MF,31-318,1993,0.3,1,3.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester City,Bernardo Silva,POR,"MF,FW",30-135,1994,15.3,59,3.86,53,1,4,0,1,0,7,0.46,7,0,0,0,0,0
ENG-Premier League,2425,Manchester City,Ederson,BRA,GK,31-128,1993,13.0,3,0.23,3,0,0,0,0,0,1,0.08,1,0,0,0,0,0
ENG-Premier League,2425,Manchester City,Erling Haaland,NOR,FW,24-155,2000,17.0,32,1.88,21,0,4,6,1,0,5,0.29,2,0,2,1,0,0
ENG-Premier League,2425,Manchester City,Jack Grealish,ENG,"FW,MF",29-104,1995,6.4,39,6.11,34,1,3,0,0,1,2,0.31,1,0,0,0,0,1
ENG-Premier League,2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,19-049,2005,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester City,James Mcatee,ENG,"FW,MF",22-066,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester City,Jeremy Doku,BEL,"FW,MF",22-210,2002,6.9,28,4.04,22,1,4,1,0,0,3,0.43,2,0,1,0,0,0
ENG-Premier League,2425,Manchester City,John Stones,ENG,"DF,MF",30-209,1994,3.7,7,1.9,7,0,0,0,0,0,1,0.27,1,0,0,0,0,0
ENG-Premier League,2425,Manchester City,Joško Gvardiol,CRO,DF,22-335,2002,15.5,37,2.39,35,0,1,1,0,0,3,0.19,2,0,1,0,0,0
ENG-Premier League,2425,Manchester City,Kevin De Bruyne,BEL,MF,33-178,1991,7.0,51,7.31,33,14,1,2,0,1,4,0.57,2,1,0,1,0,0
ENG-Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34-209,1990,10.2,16,1.57,16,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester City,Manuel Akanji,SUI,DF,29-157,1995,12.2,25,2.05,25,0,0,0,0,0,1,0.08,1,0,0,0,0,0
ENG-Premier League,2425,Manchester City,Mateo Kovačić,CRO,MF,30-231,1994,10.9,34,3.11,27,0,3,3,1,0,4,0.37,2,0,1,1,0,0
ENG-Premier League,2425,Manchester City,Matheus Nunes,POR,"MF,FW",26-118,1998,5.9,23,3.91,17,1,2,1,2,0,4,0.68,3,0,1,0,0,0
ENG-Premier League,2425,Manchester City,Nathan Aké,NED,DF,29-309,1995,3.3,4,1.2,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester City,Phil Foden,ENG,"MF,FW",24-209,2000,9.0,49,5.44,30,11,2,4,2,0,4,0.44,1,1,0,2,0,0
ENG-Premier League,2425,Manchester City,Rico Lewis,ENG,"DF,MF",20-032,2004,12.4,20,1.62,19,0,0,0,1,0,2,0.16,2,0,0,0,0,0
ENG-Premier League,2425,Manchester City,Rodri,ESP,MF,28-184,1996,0.7,2,2.77,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester City,Rúben Dias,POR,DF,27-223,1997,12.1,17,1.41,11,0,0,4,0,2,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester City,Stefan Ortega,GER,GK,32-047,1992,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester City,Sávio,BRA,"FW,MF",20-257,2004,8.1,53,6.53,37,2,6,2,5,1,5,0.62,2,0,1,0,1,1
ENG-Premier League,2425,Manchester City,İlkay Gündoğan,GER,MF,34-060,1990,12.4,40,3.23,33,3,3,1,0,0,3,0.24,3,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Alejandro Garnacho,ARG,"FW,MF",20-175,2004,10.9,31,2.86,24,1,2,2,2,0,2,0.18,1,0,0,1,0,0
ENG-Premier League,2425,Manchester Utd,Amad Diallo,CIV,"FW,DF",22-165,2002,10.8,57,5.26,38,6,5,1,4,3,13,1.2,6,0,3,0,1,3
ENG-Premier League,2425,Manchester Utd,André Onana,CMR,GK,28-265,1996,17.0,4,0.24,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Antony,BRA,"FW,MF",24-303,2000,0.6,3,5.09,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Bruno Fernandes,POR,"MF,FW",30-106,1994,15.9,77,4.85,58,10,3,1,4,1,6,0.38,5,1,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Casemiro,BRA,MF,32-304,1992,8.3,36,4.35,33,1,0,2,0,0,3,0.36,3,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Christian Eriksen,DEN,MF,32-313,1992,5.6,25,4.43,16,9,0,0,0,0,5,0.89,3,2,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Diogo Dalot,POR,DF,25-280,1999,16.6,30,1.8,25,1,3,0,0,1,1,0.06,1,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Harry Maguire,ENG,DF,31-293,1993,6.0,5,0.83,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Jonny Evans,NIR,DF,36-355,1988,3.2,2,0.62,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23-215,2001,7.3,19,2.59,18,0,0,1,0,0,2,0.27,1,0,0,1,0,0
ENG-Premier League,2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19-248,2005,10.1,17,1.69,13,0,3,0,1,0,1,0.1,1,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Leny Yoro,FRA,DF,19-040,2005,1.7,1,0.58,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Lisandro Martínez,ARG,DF,26-340,1998,13.8,18,1.3,16,0,0,1,0,1,1,0.07,1,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Luke Shaw,ENG,DF,29-164,1995,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Manuel Ugarte Ribeiro,URU,MF,23-256,2001,7.2,15,2.08,11,0,0,1,1,2,0,0.0,0,0,0,0,0,0
ENG-Premier League,2425,Manchester Utd,Marcus Rashford,ENG,"FW,MF",27-053,1997,10.9,29,2.67,24,1,2,2,0,0,1,0.09,1,0,0,0,0,0
